"","name","label"
"65","DhC2","Children's Grid: Child number within these parents (first child, second child etc)"
"66","DhCS2","Children's Grid: Sex of Child 2"
"67","dhcby02","Children Grid: Year of Birth of Child 2"
"68","DhCAg2","Children's Grid: Age of Child 2"
"69","DHCR17","Relationship of Child 2 to Person 1 in household"
"70","DHCR18","Relationship of Child 2 to Person 2 in household"
"71","DHCR19","Relationship of Child 2 to Person 3 in household"
"72","DHCR20","Relationship of Child 2 to Person 4 in household"
"73","DHCR21","Relationship of Child 2 to Person 5 in household"
"74","DHCR22","Relationship of Child 2 to Person 6 in household"
"75","DHCR23","Relationship of Child 2 to Person 7 in household"
"76","DHCR24","Relationship of Child 2 to Person 8 in household"
"77","DHCR25","Relationship of Child 2 to Person 9 in household"
"78","DHCR26","Relationship of Child 2 to Person 10 in household"
"79","DHCR27","Relationship of Child 2 to Person 11 in household"
"80","DHCR28","Relationship of Child 2 to Person 12 in household"
"81","DhPA3","Person number of Parent A for Child 3"
"82","DhPB3","Person number of Parent B for Child 3"
"83","DhC3","Children's Grid: Child number within these parents (first child, second child etc)"
"84","DhCS3","Children's Grid: Sex of Child 3"
"85","dhcby03","Children Grid: Year of Birth of Child 3"
"86","DhCAg3","Children's Grid: Age of Child 3"
"87","DHCR33","Relationship of Child 3 to Person 1 in household"
"88","DHCR34","Relationship of Child 3 to Person 2 in household"
"89","DHCR35","Relationship of Child 3 to Person 3 in household"
"90","DHCR36","Relationship of Child 3 to Person 4 in household"
"91","DHCR37","Relationship of Child 3 to Person 5 in household"
"92","DHCR38","Relationship of Child 3 to Person 6 in household"
"93","DHCR39","Relationship of Child 3 to Person 7 in household"
"94","DHCR40","Relationship of Child 3 to Person 8 in household"
"95","DHCR41","Relationship of Child 3 to Person 9 in household"
"96","DHCR42","Relationship of Child 3 to Person 10 in household"
"97","DHCR43","Relationship of Child 3 to Person 11 in household"
"98","DHCR44","Relationship of Child 3 to Person 12 in household"
"99","DhPA4","Person number of Parent A for Child 4"
"100","DhPB4","Person number of Parent B for Child 4"
"101","DhC4","Children's Grid: Child number within these parents (first child, second child etc)"
"102","DhCS4","Children's Grid: Sex of Child 4"
"103","dhcby04","Children Grid: Year of Birth of Child 4"
"104","DhCAg4","Children's Grid: Age of Child 4"
"105","DHCR49","Relationship of Child 4 to Person 1 in household"
"106","DHCR50","Relationship of Child 4 to Person 2 in household"
"107","DHCR51","Relationship of Child 4 to Person 3 in household"
"108","DHCR52","Relationship of Child 4 to Person 4 in household"
"109","DHCR53","Relationship of Child 4 to Person 5 in household"
"110","DHCR54","Relationship of Child 4 to Person 6 in household"
"111","DHCR55","Relationship of Child 4 to Person 7 in household"
"112","DHCR56","Relationship of Child 4 to Person 8 in household"
"113","DHCR57","Relationship of Child 4 to Person 9 in household"
"114","DHCR58","Relationship of Child 4 to Person 10 in household"
"115","DHCR59","Relationship of Child 4 to Person 11 in household"
"116","DHCR60","Relationship of Child 4 to Person 12 in household"
"117","DhPA5","Person number of Parent A for Child 5"
"118","DhPB5","Person number of Parent B for Child 5"
"119","DhC5","Children's Grid: Child number within these parents (first child, second child etc)"
"120","DhCS5","Children's Grid: Sex of Child 5"
"121","dhcby05","Children Grid: Year of Birth of Child 5"
"122","DhCAg5","Children's Grid: Age of Child 5"
"123","DHCR65","Relationship of Child 5 to Person 1 in household"
"124","DHCR66","Relationship of Child 5 to Person 2 in household"
"125","DHCR67","Relationship of Child 5 to Person 3 in household"
"126","DHCR68","Relationship of Child 5 to Person 4 in household"
"127","DHCR69","Relationship of Child 5 to Person 5 in household"
"128","DHCR70","Relationship of Child 5 to Person 6 in household"
"129","DHCR71","Relationship of Child 5 to Person 7 in household"
"130","DHCR72","Relationship of Child 5 to Person 8 in household"
"131","DHCR73","Relationship of Child 5 to Person 9 in household"
"132","DHCR74","Relationship of Child 5 to Person 10 in household"
"133","DHCR75","Relationship of Child 5 to Person 11 in household"
"134","DHCR76","Relationship of Child 5 to Person 12 in household"
"135","DhPA6","Person number of Parent A for Child 6"
"136","DhPB6","Person number of Parent B for Child 6"
"137","DhC6","Children's Grid: Child number within these parents (first child, second child etc)"
"138","DhCS6","Children's Grid: Sex of Child 6"
"139","dhcby06","Children Grid: Year of Birth of Child 6"
"140","DhCAg6","Children's Grid: Age of Child 6"
"141","DHCR81","Relationship of Child 6 to Person 1 in household"
"142","DHCR82","Relationship of Child 6 to Person 2 in household"
"143","DHCR83","Relationship of Child 6 to Person 3 in household"
"144","DHCR84","Relationship of Child 6 to Person 4 in household"
"145","DHCR85","Relationship of Child 6 to Person 5 in household"
"146","DHCR86","Relationship of Child 6 to Person 6 in household"
"147","DHCR87","Relationship of Child 6 to Person 7 in household"
"148","DHCR88","Relationship of Child 6 to Person 8 in household"
"149","DHCR89","Relationship of Child 6 to Person 9 in household"
"150","DHCR90","Relationship of Child 6 to Person 10 in household"
"151","DHCR91","Relationship of Child 6 to Person 11 in household"
"152","DHCR92","Relationship of Child 6 to Person 12 in household"
"153","DhPA7","Person number of Parent A for Child 7"
"154","DhPB7","Person number of Parent B for Child 7"
"155","DhC7","Children's Grid: Child number within these parents (first child, second child etc)"
"156","DhCS7","Children's Grid: Sex of Child 7"
"157","dhcby07","Children Grid: Year of Birth of Child 7"
"158","DhCAg7","Children's Grid: Age of Child 7"
"159","DHCR97","Relationship of Child 7 to Person 1 in household"
"160","DHCR98","Relationship of Child 7 to Person 2 in household"
"161","DHCR99","Relationship of Child 7 to Person 3 in household"
"162","DHCR100","Relationship of Child 7 to Person 4 in household"
"163","DHCR101","Relationship of Child 7 to Person 5 in household"
"164","DHCR102","Relationship of Child 7 to Person 6 in household"
"165","DHCR103","Relationship of Child 7 to Person 7 in household"
"166","DHCR104","Relationship of Child 7 to Person 8 in household"
"167","DHCR105","Relationship of Child 7 to Person 9 in household"
"168","DHCR106","Relationship of Child 7 to Person 10 in household"
"169","DHCR107","Relationship of Child 7 to Person 11 in household"
"170","DHCR108","Relationship of Child 7 to Person 12 in household"
"171","DhPA8","Person number of Parent A for Child 8"
"172","DhPB8","Person number of Parent B for Child 8"
"173","DhC8","Children's Grid: Child number within these parents (first child, second child etc)"
"174","DhCS8","Children's Grid: Sex of Child 8"
"175","dhcby08","Children Grid: Year of Birth of Child 8"
"176","DhCAg8","Children's Grid: Age of Child 8"
"177","DHCR113","Relationship of Child 8 to Person 1 in household"
"178","DHCR114","Relationship of Child 8 to Person 2 in household"
"179","DHCR115","Relationship of Child 8 to Person 3 in household"
"180","DHCR116","Relationship of Child 8 to Person 4 in household"
"181","DHCR117","Relationship of Child 8 to Person 5 in household"
"182","DHCR118","Relationship of Child 8 to Person 6 in household"
"183","DHCR119","Relationship of Child 8 to Person 7 in household"
"184","DHCR120","Relationship of Child 8 to Person 8 in household"
"185","DHCR121","Relationship of Child 8 to Person 9 in household"
"186","DHCR122","Relationship of Child 8 to Person 10 in household"
"187","DHCR123","Relationship of Child 8 to Person 11 in household"
"188","DHCR124","Relationship of Child 8 to Person 12 in household"
"189","DhPA9","Person number of Parent A for Child 9"
"190","DhPB9","Person number of Parent B for Child 9"
"191","DhC9","Children's Grid: Child number within these parents (first child, second child etc)"
"192","DhCS9","Children's Grid: Sex of Child 9"
"193","dhcby09","Children Grid: Year of Birth of Child 9"
"194","DhCAg9","Children's Grid: Age of Child 9"
"195","DHCR129","Relationship of Child 9 to Person 1 in household"
"196","DHCR130","Relationship of Child 9 to Person 2 in household"
"197","DHCR131","Relationship of Child 9 to Person 3 in household"
"198","DHCR132","Relationship of Child 9 to Person 4 in household"
"199","DHCR133","Relationship of Child 9 to Person 5 in household"
"200","DHCR134","Relationship of Child 9 to Person 6 in household"
"201","DHCR135","Relationship of Child 9 to Person 7 in household"
"202","DHCR136","Relationship of Child 9 to Person 8 in household"
"203","DHCR137","Relationship of Child 9 to Person 9 in household"
"204","DHCR138","Relationship of Child 9 to Person 10 in household"
"205","DHCR139","Relationship of Child 9 to Person 11 in household"
"206","DHCR140","Relationship of Child 9 to Person 12 in household"
"207","DhPA10","Person number of Parent A for Child 10"
"208","DhPB10","Person number of Parent B for Child 10"
"209","DhC10","Children's Grid: Child number within these parents (first child, second child etc)"
"210","DhCS10","Children's Grid: Sex of Child 10"
"211","dhcby10","Children Grid: Year of Birth of Child 10"
"212","DhCAg10","Children's Grid: Age of Child 10"
"213","DHCR145","Relationship of Child 10 to Person 1 in household"
"214","DHCR146","Relationship of Child 10 to Person 2 in household"
"215","DHCR147","Relationship of Child 10 to Person 3 in household"
"216","DHCR148","Relationship of Child 10 to Person 4 in household"
"217","DHCR149","Relationship of Child 10 to Person 5 in household"
"218","DHCR150","Relationship of Child 10 to Person 6 in household"
"219","DHCR151","Relationship of Child 10 to Person 7 in household"
"220","DHCR152","Relationship of Child 10 to Person 8 in household"
"221","DHCR153","Relationship of Child 10 to Person 9 in household"
"222","DHCR154","Relationship of Child 10 to Person 10 in household"
"223","DHCR155","Relationship of Child 10 to Person 11 in household"
"224","DHCR156","Relationship of Child 10 to Person 12 in household"
"225","DhPA11","Person number of Parent A for Child 11"
"226","DhPB11","Person number of Parent B for Child 11"
"227","DhC11","Children's Grid: Child number within these parents (first child, second child etc)"
"228","DhCS11","Children's Grid: Sex of Child 11"
"229","dhcby11","Children Grid: Year of Birth of Child 11"
"230","DhCAg11","Children's Grid: Age of Child 11"
"231","DHCR161","Relationship of Child 11 to Person 1 in household"
"232","DHCR162","Relationship of Child 11 to Person 2 in household"
"233","DHCR163","Relationship of Child 11 to Person 3 in household"
"234","DHCR164","Relationship of Child 11 to Person 4 in household"
"235","DHCR165","Relationship of Child 11 to Person 5 in household"
"236","DHCR166","Relationship of Child 11 to Person 6 in household"
"237","DHCR167","Relationship of Child 11 to Person 7 in household"
"238","DHCR168","Relationship of Child 11 to Person 8 in household"
"239","DHCR169","Relationship of Child 11 to Person 9 in household"
"240","DHCR170","Relationship of Child 11 to Person 10 in household"
"241","DHCR171","Relationship of Child 11 to Person 11 in household"
"242","DHCR172","Relationship of Child 11 to Person 12 in household"
"243","DhPA12","Person number of Parent A for Child 12"
"244","DhPB12","Person number of Parent B for Child 12"
"245","DhC12","Children's Grid: Child number within these parents (first child, second child etc)"
"246","DhCS12","Children's Grid: Sex of Child 12"
"247","dhcby12","Children Grid: Year of Birth of Child 12"
"248","DhCAg12","Children's Grid: Age of Child 12"
"249","DHCR177","Relationship of Child 12 to Person 1 in household"
"250","DHCR178","Relationship of Child 12 to Person 2 in household"
"251","DHCR179","Relationship of Child 12 to Person 3 in household"
"252","DHCR180","Relationship of Child 12 to Person 4 in household"
"253","DHCR181","Relationship of Child 12 to Person 5 in household"
"254","DHCR182","Relationship of Child 12 to Person 6 in household"
"255","DHCR183","Relationship of Child 12 to Person 7 in household"
"256","DHCR184","Relationship of Child 12 to Person 8 in household"
"257","DHCR185","Relationship of Child 12 to Person 9 in household"
"258","DHCR186","Relationship of Child 12 to Person 10 in household"
"259","DHCR187","Relationship of Child 12 to Person 11 in household"
"260","DHCR188","Relationship of Child 12 to Person 12 in household"
"261","DhPA13","Person number of Parent A for Child 13"
"262","DhPB13","Person number of Parent B for Child 13"
"263","DhC13","Children's Grid: Child number within these parents (first child, second child etc)"
"264","DhCS13","Children's Grid: Sex of Child 13"
"265","dhcby13","Children Grid: Year of Birth of Child 13"
"266","DhCAg13","Children's Grid: Age of Child 13"
"267","DHCR193","Relationship of Child 13 to Person 1 in household"
"268","DHCR194","Relationship of Child 13 to Person 2 in household"
"269","DHCR195","Relationship of Child 13 to Person 3 in household"
"270","DHCR196","Relationship of Child 13 to Person 4 in household"
"271","DHCR197","Relationship of Child 13 to Person 5 in household"
"272","DHCR198","Relationship of Child 13 to Person 6 in household"
"273","DHCR199","Relationship of Child 13 to Person 7 in household"
"274","DHCR200","Relationship of Child 13 to Person 8 in household"
"275","DHCR201","Relationship of Child 13 to Person 9 in household"
"276","DHCR202","Relationship of Child 13 to Person 10 in household"
"277","DHCR203","Relationship of Child 13 to Person 11 in household"
"278","DHCR204","Relationship of Child 13 to Person 12 in household"
"279","DhPA14","Person number of Parent A for Child 14"
"280","DhPB14","Person number of Parent B for Child 14"
"281","DhC14","Children's Grid: Child number within these parents (first child, second child etc)"
"282","DhCS14","Children's Grid: Sex of Child 14"
"283","dhcby14","Children Grid: Year of Birth of Child 14"
"284","DhCAg14","Children's Grid: Age of Child 14"
"285","DHCR209","Relationship of Child 14 to Person 1 in household"
"286","DHCR210","Relationship of Child 14 to Person 2 in household"
"287","DHCR211","Relationship of Child 14 to Person 3 in household"
"288","DHCR212","Relationship of Child 14 to Person 4 in household"
"289","DHCR213","Relationship of Child 14 to Person 5 in household"
"290","DHCR214","Relationship of Child 14 to Person 6 in household"
"291","DHCR215","Relationship of Child 14 to Person 7 in household"
"292","DHCR216","Relationship of Child 14 to Person 8 in household"
"293","DHCR217","Relationship of Child 14 to Person 9 in household"
"294","DHCR218","Relationship of Child 14 to Person 10 in household"
"295","DHCR219","Relationship of Child 14 to Person 11 in household"
"296","DHCR220","Relationship of Child 14 to Person 12 in household"
"297","DhAnyPx","Whether anyone in HH was eligible for proxy interview"
"298","DiDob","Whether respondent confirms date of birth recorded at wave 1"
"299","didbny","Corrected year of birth from individual demographics"
"300","diagr","Age from individual demographics collapsed at 90 plus (use INDAGER instead)"
"301","DiInt","Person number of proxy respondent"
"302","DiPRe","Relationship of proxy respondent to participant"
"303","DiSexC","Whether confirms sex  recorded at wave 1"
"304","DiSex","Respondent sex"
"305","DiMar","Respondent current legal marital status"
"306","DiGran","Whether respondent has any grandchildren/greatgrandchildren"
"307","DiGnMyC","Whether confirms number of grandchildren/greatgrandchildren recorded at wave 1"
"308","DiGnMy","Number of grandchildren/greatgrandchildren"
"309","DiSibC","Whether confirms number of siblings recorded at wave 1"
"310","DiSib","Number of living brothers/sisters"
"311","DiNMA","Whether mother of respondent is still alive"
"312","DiANM","Age of natural mother"
"313","DiMaD","Age (or estimated age) at death of mother of respondent"
"314","DiCDNM","Cause of death of mother of respondent"
"315","DiNFA","Whether father of respondent is still alive"
"316","DiANF","Age of natural father"
"317","DiFAD","Age (or estimated age) at death of father of respondent"
"318","DiCDNF","Cause of death of father of respondent"
"319","DiKLiv","Whom respondent lived with for most of childhood"
"320","diklivc","Whether answer to dikliv was recoded post-interview from text answer"
"321","DiFJob","Occupation of father (or main carer) when respondent was 14"
"322","Hehelf","Self-reported general health"
"323","Heill","Whether has self-reported long-standing illness"
"324","Helim","Whether long-standing illness is limiting"
"325","HeLWk","Whether has self-reported health problem/disability that limits paid work"
"326","Hetemp","Whether expects health problem/disability to last less than 3 months"
"327","HeFunc","Difficulty walking 1/4 mile unaided"
"328","HeAtt01","Symptoms that make walking 1/4 mile difficult (1st mention)"
"329","HeAtt02","Symptoms that make walking 1/4 mile difficult (2nd mention)"
"330","HeAtt03","Symptoms that make walking 1/4 mile difficult (3rd mention)"
"331","HeAtt04","Symptoms that make walking 1/4 mile difficult (4th mention)"
"332","HeAtt05","Symptoms that make walking 1/4 mile difficult (5th mention)"
"333","HeAtt06","Symptoms that make walking 1/4 mile difficult (6th mention)"
"334","HeAtt07","Symptoms that make walking 1/4 mile difficult (7th mention)"
"335","HeAtt08","Symptoms that make walking 1/4 mile difficult (8th mention)"
"336","HeAtt09","Symptoms that make walking 1/4 mile difficult (9th mention)"
"337","HeAtt10","Symptoms that make walking 1/4 mile difficult (10th mention)"
"338","HeAtt11","Symptoms that make walking 1/4 mile difficult (11th mention)"
"339","HeAtt12","Symptoms that make walking 1/4 mile difficult (12th mention)"
"340","HeAtt13","Symptoms that make walking 1/4 mile difficult (13th mention)"
"341","HeAtt14","Symptoms that make walking 1/4 mile difficult (14th mention)"
"342","HeAta","Main symptom making walking 1/4 mile difficult"
"343","HEBALB1","Balance: whether joined exercise programme/had physiotherapy (walking symptom)"
"344","HEBALA1","Balance 1: whether did treatment after recommended by doctor/nurse (walk symp)"
"345","HEBALC1","Balance 1: whether stick or zimmer recommended by doctor/nurse (walking symptom)"
"346","HeAid1","Walking aids used  (disability) (1st mention)"
"347","HeAid2","Walking aids used  (disability) (2nd mention)"
"348","HeAid3","Walking aids used  (disability) (3rd mention)"
"349","HeAid4","Walking aids used  (disability) (4th mention)"
"350","HeAid5","Walking aids used  (disability) (5th mention)"
"351","HeAidC","Whether confirms walking aid recorded in wave 1 (disability)"
"352","heaiw01","Which aid respondent disputed from wave 1 (disability)"
"353","heain01","Reason disputed using cane reported at wave 1 (walking)"
"354","heain05","Reason disputed using scooter reported at wave 1 (walking)"
"355","heain06","Reason disputed using eating utensils reported at wave 1 (walking)"
"356","heain07","Reason disputed using personal alarm reported at wave 1 (walking)"
"357","Heeye","Self-reported eyesight (while using lenses, if appropriate)"
"358","Hefrnd","Eyesight for recognition of friend across street"
"359","Hepap","Eyesight for reading ordinary newspaper print"
"360","HeOpC","Whether confirms diagnosed eye condition recorded in wave 1"
"361","HeOpW1","Which eye condition disputed from wave 1 (1st mention)"
"362","HeOpW2","Which eye condition disputed from wave 1 (2nd mention)"
"363","HeOpN1","Reason disputed glaucoma diagnosis from wave 1 "
"364","HeOpN2","Reason disputed diabetic eye disease diagnosis from wave 1 "
"365","HeOpN3","Reason disputed macular degeneration diagnosis from wave 1"
"366","HeOpN4","Reason disputed cataract diagnosis from wave 1 "
"367","HeOpS","Whether still has eye condition at wave 2"
"368","HeOpt1","Diagnosed eye condition newly reported at W2 (1st mention)"
"369","HeOpt2","Diagnosed eye condition newly reported at W2 (2nd mention)"
"370","Hedreye","Whether doctor or optician recommended cataract removal"
"371","Hecat","Whether had cataract surgery"
"372","Hehear","Self-reported hearing (while using hearing aid if appropriate)"
"373","HeHra","Hearing: whether finds it difficult to follow conversation when background noise"
"374","HeHrb","Hearing problem: whether told doctor or nurse"
"375","HeHrc","Hearing problem: whether referred to ear specialist"
"376","HeHrd","Hearing problem: whether doctor etc recommended hearing aid "
"377","HeHre","Hearing problem: whether obtained aid"
"378","HeHrf","Hearing problem: whether taught how to use aid by doctor or nurse"
"379","HeHrg","Hearing problem: whether uses aid"
"380","Hebpchk","Blood pressure: whether checked by doctor or nurse in past year"
"381","hediaw1","Which cardiovascular condition from wave 1 referred to (high BP)"
"382","HeDiaW2","Which cardiovascular condition from wave 1 referred to (angina)"
"383","HeDiaW3","Which cardiovascular condition from wave 1 referred to (heart attack)"
"384","HeDiaW4","Which cardiovascular condition from wave 1 referred to (congestive hrt failure)"
"385","HeDiaW5","Which cardiovascular condition from wave 1 referred to (a heart murmur)"
"386","HeDiaW6","Which cardiovascular condition from wave 1 referred to (abnormal heart rhythm)"
"387","HeDiaW7","Which cardiovascular condition from wave 1 referred to (diabetes)"
"388","HeDiaW8","Which cardiovascular condition from wave 1 referred to (a stroke)"
"389","HeDiaW9","Which cardiovascular condition from wave 1 referred to (other heart problem)"
"390","hefflag","Reported 1+ CVD condition at W1 but not asked HEDIAC due to feed forward problem"
"391","hediac1","Whether confirms high blood pressure recorded in wave 1"
"392","HeDiaC2","Whether confirms angina recorded in wave 1"
"393","HeDiaC3","Whether confirms heart attack recorded in wave 1"
"394","HeDiaC4","Whether confirms congestive heart failure recorded in wave 1"
"395","HeDiaC5","Whether confirms heart murmur recorded in wave 1"
"396","HeDiaC6","Whether confirms abnormal heart rhythm recorded in wave 1"
"397","HeDiaC7","Whether confirms diabetes recorded in wave 1"
"398","HeDiaC8","Whether confirms stroke recorded in wave 1"
"399","HeDiaC9","Whether confirms other heart problem recorded in wave 1"
"400","hedian1","Reason disputed high blood pressure diagnosis from wave 1"
"401","HeDiaN2","Reason disputed angina diagnosis from wave 1 "
"402","HeDiaN3","Reason disputed heart attack diagnosis from wave 1 "
"403","HeDiaN4","Reason disputed congestive heart failure diagnosis from wave 1 "
"404","HeDiaN5","Reason disputed heart murmur diagnosis from wave 1 "
"405","HeDiaN6","Reason disputed abnormal heart rhythm diagnosis from wave 1 "
"406","HeDiaN7","Reason disputed diabetes diagnosis from wave 1 "
"407","HeDiaN8","Reason disputed stroke diagnosis from wave 1 "
"408","HeDiaN9","Reason disputed other heart problem diagnosis from wave 1 "
"409","hedias1","Whether still has high blood pressure at wave 2 "
"410","HeDiaS2","Whether still has angina at wave 2 "
"411","HeDiaS4","Whether still has congestive heart failure at wave 2 "
"412","HeDiaS5","Whether still has heart murmur at wave 2 "
"413","HeDiaS6","Whether still has abnormal heart rhythm at wave 2 "
"414","HeDiaS7","Whether still has diabetes at wave 2 "
"415","HeDiaS9","Whether still has other heart problem at wave 2 "
"416","hedia01","Diagnosed cardiovascular condition newly reported at W2 (1st mention)"
"417","hedia02","Diagnosed cardiovascular condition newly reported at W2 (2nd mention)"
"418","hedia03","Diagnosed cardiovascular condition newly reported at W2 (3rd mention)"
"419","hedia04","Diagnosed cardiovascular condition newly reported at W2 (4th mention)"
"420","hedia05","Diagnosed cardiovascular condition newly reported at W2 (5th mention)"
"421","hedia06","Diagnosed cardiovascular condition newly reported at W2 (6th mention)"
"422","hedia07","Diagnosed cardiovascular condition newly reported at W2 (7th mention)"
"423","hedia08","Diagnosed cardiovascular condition newly reported at W2 (8th mention)"
"424","hedia09","Diagnosed cardiovascular condition newly reported at W2 (9th mention)"
"425","hedim01","Diagnosed cardiovascular condit. newly reported at W2 (1st mention) (merged var)"
"426","hedim02","Diagnosed cardiovascular condit. newly reported at W2 (2nd mention) (merged var)"
"427","hedim03","Diagnosed cardiovascular condit. newly reported at W2 (3rd mention) (merged var)"
"428","hedim04","Diagnosed cardiovascular condit. newly reported at W2 (4th mention) (merged var)"
"429","hedim05","Diagnosed cardiovascular condit. newly reported at W2 (5th mention) (merged var)"
"430","hedim06","Diagnosed cardiovascular condit. newly reported at W2 (6th mention) (merged var)"
"431","hedim07","Diagnosed cardiovascular condit. newly reported at W2 (7th mention) (merged var)"
"432","hedim08","Diagnosed cardiovascular condit. newly reported at W2 (8th mention) (merged var)"
"433","hehbp","High blood pressure: whether doctor or nurse explained it in understandable way"
"434","hehbpa","High blood pressure: whether doctor or nurse gave choice of treatment"
"435","hehbpb","High blood pressure: whether doctor or nurse suggested medication to lower it"
"436","Hemda","High blood pressure: whether taking medication"
"437","HeAga","Age first told had angina"
"438","HeagaR","Month told had angina in last 2 years"
"439","HeagaRY","Year told had angina in last 2 years"
"440","HeYRa","Whether had angina or chest pains in last 2 years"
"441","HeAgb","Age first told had heart attack"
"442","HeAgbR","Month told had heart attack in last 2 years"
"443","HeAgbRY","Year told had heart attack in last 2 years"
"444","Henmmi","Number of heart attacks had since last visit"
"445","HeYRb","Whether had heart attack in past two years"
"446","HeBeta","MI: whether told by doctor to take beta blocker"
"447","HeBetb","MI: whether taking betablocker (coded by interviewer)"
"448","hebetbc","Whether answer to hebetb was recoded post-interview from text answer"
"449","HeAgc","Age first told had congestive heart failure"
"450","HeAgcR","Month told had congestive heart failure in last 2 years"
"451","HeAgcRY","Year told had congestive heart failure in last 2 years"
"452","HeAgd","Age first told had diabetes or high blood sugar"
"453","HeAgdR","Month told had diabetes or high blood sugar in last 2 years"
"454","HeAgdRY","Year told had diabetes or high blood sugar in last 2 years"
"455","HeACd","Whether ever been told has diabetes by doctor "
"456","HeIns","Diabetes: whether currently injects insulin"
"457","HeMdb","Diabetes: whether taking medication"
"458","HeAce","Diabetes: whether ACE inhibitor or A2 receptor blocker discussed by doctor"
"459","HeAcea","Diabetes: whether taking ACE inhibitor or A2 receptor blocker"
"460","heaceac","Whether answer to heacea was recoded post-interview from text answer"
"461","Hewee","Diabetes: whether been checked for protein in urine in past year by doctor"
"462","Heweea","Diabetes: whether been told has protein in urine by doctor"
"463","Hekidn","Diabetes: whether been told has kidney trouble by doctor"
"464","Hesug","Diabetes: whether ever had glycosylated haemoglobin (A1c) test"
"465","Hesuga","Diabetes: whether had A1c test in last 12 months"
"466","Heftchk","Diabetes: whether had feet examined in past year by doctor or nurse"
"467","Heslfcr","Diabetes: whether received training to manage it"
"468","Heslfcm","Diabetes: month of most recent training "
"469","Heslfcy","Diabetes: year of most recent training"
"470","Heslfcb","Diabetes: how much knows about managing it (self-reported)"
"471","HeAge","Age first told had stroke"
"472","HeAgeR","Month told had stroke in last 2 years"
"473","HeAgeRY","Year told had stroke in last 2 years"
"474","Henmst","Number of strokes since last visit"
"475","hehbpb1","Stroke: whether blood pressure-lowering medication suggested by doctor or nurse"
