"","name","label"
"296","DHCR171","Relationship of 11th child to 11th person in household"
"297","DHCR172","Relationship of 11th child to 12th person in household"
"298","DHCR173","Relationship of 11th child to 13th person in household"
"299","DHCR174","Relationship of 11th child to14th person in household"
"300","DHCR175","Relationship of 11th child to 15th person in household"
"301","DHCR176","Relationship of 11th child to 16th person in household"
"302","DhPA12","Person number of Parent A for 12th child"
"303","DhPB12","Person number of Parent B for 12th child"
"304","DhC12","Children Grid: Child number within these parents (first child, second child etc)"
"305","DhCS12","Children Grid: Sex of Child 12"
"306","DHDoBC12","Whether confirms date of birth recorded at Wave 3"
"307","DhCAg12","Children Grid: Age of Child 12"
"308","DHCR177","Relationship of 12th child to 1st person in household"
"309","DHCR178","Relationship of 12th child to 2nd person in household"
"310","DHCR179","Relationship of 12th child to 3rd person in household"
"311","DHCR180","Relationship of 12th child to 4th person in household"
"312","DHCR181","Relationship of 12th child to 5th person in household"
"313","DHCR182","Relationship of 12th child to 6th person in household"
"314","DHCR183","Relationship of 12th child to 7th person in household"
"315","DHCR184","Relationship of 12th child to 8th person in household"
"316","DHCR185","Relationship of 12th child to 9th person in household"
"317","DHCR186","Relationship of 12th child to 10th person in household"
"318","DHCR187","Relationship of 12th child to 11th person in household"
"319","DHCR188","Relationship of 12th child to 12th person in household"
"320","DHCR189","Relationship of 12th child to 13th person in household"
"321","DHCR190","Relationship of 12th child to 14th person in household"
"322","DHCR191","Relationship of 12th child to 15th person in household"
"323","DHCR192","Relationship of 12th child to 16th person in household"
"324","DhPA13","Person number of Parent A for 13th child"
"325","DhPB13","Person number of Parent B for 13th child"
"326","DhC13","Children Grid: Child number within these parents (first child, second child etc)"
"327","DhCS13","Children Grid: Sex of Child 13"
"328","DHDoBC13","Whether confirms date of birth recorded at Wave 3"
"329","DhCAg13","Children Grid: Age of Child 13"
"330","DHCR193","Relationship of 13th child to 1st person in household"
"331","DHCR194","Relationship of 13th child to 2nd person in household"
"332","DHCR195","Relationship of 13th child to 3rd person in household"
"333","DHCR196","Relationship of 13th child to 4th person in household"
"334","DHCR197","Relationship of 13th child to 5th person in household"
"335","DHCR198","Relationship of 13th child to 6th person in household"
"336","DHCR199","Relationship of 13th child to 7th person in household"
"337","DHCR200","Relationship of 13th child to 8th person in household"
"338","DHCR201","Relationship of 13th child to 9th person in household"
"339","DHCR202","Relationship of 13th child to 10th person in household"
"340","DHCR203","Relationship of 13th child to 11th person in household"
"341","DHCR204","Relationship of 13th child to 12th person in household"
"342","DHCR205","Relationship of 13th child to 13th person in household"
"343","DHCR206","Relationship of 13th child to 14th person in household"
"344","DHCR207","Relationship of 13th child to 15th person in household"
"345","DHCR208","Relationship of 13th child to 16th person in household"
"346","DhPA14","Person number of Parent A for 14th child"
"347","DhPB14","Person number of Parent B for 14th child"
"348","DhC14","Children Grid: Child number within these parents (first child, second child etc)"
"349","DhCS14","Children Grid: Sex of Child 14"
"350","DHDoBC14","Whether confirms date of birth recorded at Wave 3"
"351","DhCAg14","Children Grid: Age of Child 14"
"352","DHCR209","Relationship of 14th child to 1st person in household"
"353","DHCR210","Relationship of 14th child to 2nd person in household"
"354","DHCR211","Relationship of 14th child to 3rd person in household"
"355","DHCR212","Relationship of 14th child to 4th person in household"
"356","DHCR213","Relationship of 14th child to 5th person in household"
"357","DHCR214","Relationship of 14th child to 6th person in household"
"358","DHCR215","Relationship of 14th child to 7th person in household"
"359","DHCR216","Relationship of 14th child to 8th person in household"
"360","DHCR217","Relationship of 14th child to 9th person in household"
"361","DHCR218","Relationship of 14th child to 10th person in household"
"362","DHCR219","Relationship of 14th child to 11th person in household"
"363","DHCR220","Relationship of 14th child to 12th person in household"
"364","DHCR221","Relationship of 14th child to 13th person in household"
"365","DHCR222","Relationship of 14th child to 14th person in household"
"366","DHCR223","Relationship of 14th child to 15th person in household"
"367","DHCR224","Relationship of 14th child to 16th person in household"
"368","DhPA15","Person number of Parent A for 15th child"
"369","DhPB15","Person number of Parent B for 15th child"
"370","DhC15","Children Grid: Child number within these parents (first child, second child etc)"
"371","DhCS15","child s sex (QCH.C[15].DhCS)"
"372","DHDoBC15","Whether confirms date of birth recorded at Wave 3"
"373","DhCAg15","Children Grid: Age of Child 15"
"374","DHCR225","Relationship of 15th child to 1st person in household"
"375","DHCR226","Relationship of 15th child to 2nd person in household"
"376","DHCR227","Relationship of 15th child to 3rd person in household"
"377","DHCR228","Relationship of 15th child to 4th person in household"
"378","DHCR229","Relationship of 15th child to 5th person in household"
"379","DHCR230","Relationship of 15th child to 6th person in household"
"380","DHCR231","Relationship of 15th child to 7th person in household"
"381","DHCR232","Relationship of 15th child to 8th person in household"
"382","DHCR233","Relationship of 15th child to 9th person in household"
"383","DHCR234","Relationship of 15th child to 10th person in household"
"384","DHCR235","Relationship of 15th child to 11th person in household"
"385","DHCR236","Relationship of 15th child to 12th person in household"
"386","DHCR237","Relationship of 15th child to 13th person in household"
"387","DHCR238","Relationship of 15th child to 14th person in household"
"388","DHCR239","Relationship of 15th child to 15th person in household"
"389","DHCR240","Relationship of 15th child to 16th person in household"
"390","DhPA16","Person number of Parent A for 16th child"
"391","DhPB16","Person number of Parent B for 16th child"
"392","DhC16","Children Grid: Child number within these parents (first child, second child etc)"
"393","DhCS16","child s sex (QCH.C[16].DhCS)"
"394","DHDoBC16","Whether confirms date of birth recorded at Wave 3"
"395","DhCAg16","Children Grid: Age of Child 16"
"396","DHCR241","Relationship of 16th child to 1st person in household"
"397","DHCR242","Relationship of 16th child to 2nd person in household"
"398","DHCR243","Relationship of 16th child to 3rd person in household"
"399","DHCR244","Relationship of 16th child to 4th person in household"
"400","DHCR245","Relationship of 16th child to 5th person in household"
"401","DHCR246","Relationship of 16th child to 6th person in household"
"402","DHCR247","Relationship of 16th child to 7th person in household"
"403","DHCR248","Relationship of 16th child to 8th person in household"
"404","DHCR249","Relationship of 16th child to 9th person in household"
"405","DHCR250","Relationship of 16th child to 10th person in household"
"406","DHCR251","Relationship of 16th child to 11th person in household"
"407","DHCR252","Relationship of 16th child to 12th person in household"
"408","DHCR253","Relationship of 16th child to 13th person in household"
"409","DHCR254","Relationship of 16th child to 14th person in household"
"410","DHCR255","Relationship of 16th child to 15th person in household"
"411","DHCR256","Relationship of 16th child to 16th person in household"
"412","didob","Whether respondent confirms date of birth recorded at Wave 4"
"413","didbny","Corrected year of birth from individual demographics"
"414","diagr","Age from individual demographics collapsed at 90 plus (use INDAGER instead)"
"415","diint","Person number of proxy respondent"
"416","dipre","Relationship of proxy respondent to participant"
"417","disexc","Whether confirms sex recorded at Wave 4"
"418","disex","Respondent sex"
"419","dimar","Respondent current legal marital status"
"420","MiRel","Relationship of informant to respondent in Institution"
"421","MiSpou","Whether respondent in institution has a partner"
"422","MiLive","Where does partner of respondent in institution live"
"423","MiSInt","Whether respondent in institution has been interviewed in Wave 4"
"424","MiFin","Whether they keep finances separately"
"425","digran","Whether respondent has any grandchildren/great grandchildren"
"426","dignmyc","Whether confirms number of grandchildren/great grandchildren recorded at Wave 4"
"427","dignmy","Number of grandchildren/great grandchildren"
"428","disibc","Whether confirms number of siblings recorded at Wave 4"
"429","disib","Number of living brothers/sisters"
"430","dinma","Whether mother of respondent is still alive"
"431","dianm","Age of natural mother"
"432","dimad","Age (or estimated age) at death of mother of respondent"
"433","dicdnm","Cause of death of mother of respondent"
"434","dinfa","Whether father of respondent is still alive"
"435","dianf","Age of natural father"
"436","difad","Age (or estimated age) at death of father of respondent"
"437","dicdnf","Cause of death of father of respondent"
"438","dikliv","Whom respondent lived with for most of childhood"
"439","diklivc","Whether answer to dikliv was recoded post-interview from text answer"
"440","difjob","Occupation of father (or main carer) when respondent was 14"
"441","hehelf","Self-reported general health"
"442","heill","Whether has self-reported long-standing illness"
"443","helim","Whether long-standing illness is limiting"
"444","helwk","Whether has self-reported health problem/disability that limits paid work"
"445","hetemp","Whether expects health problem/disability to last less than 3 months"
"446","HeFunc","Difficulty walking 1/4 mile unaided"
"447","heeye","Self-reported eyesight (while using lenses, if appropriate)"
"448","heeyea","Whether registered with local council as sight impaired"
"449","hefrnd","Eyesight for recognition of friend across street"
"450","hepap","Eyesight for reading ordinary newspaper print"
"451","heopcgl","Whether confirms glaucoma diagnosis"
"452","heopcdi","Whether confirms diabetic eye disease diagnosed"
"453","heopcmd","Whether confirms macular degeneration diagnosis"
"454","heopcca","Whether confirms cataract diagnosis"
"455","heopfgl","Eye: diagnosed glaucoma fed forward"
"456","heopfdi","Eye: diagnosed diabetic eye disease fed forward"
"457","heopfmd","Eye: diagnosed macular degeneration fed forward"
"458","heopfca","Eye: diagnosed cataract fed forward"
"459","heopngl","Reason disputed glaucoma diagnosis fed forward"
"460","heopndi","Reason disputed diabetic eye disease diagnosis fed forward"
"461","heopnmd","Reason disputed macular degeneration diagnosis fed forward"
"462","heopnca","Reason disputed cataract diagnosis fed forward"
"463","heopsgl","Whether still has glaucoma"
"464","heopsdi","Whether still has diabetic eye disease"
"465","heopsmd","Whether still has macular degeneration"
"466","heopsca","Whether still has cataract"
"467","heoptgl","Eye: glaucoma diagnosis newly reported "
"468","heoptdi","Eye: diabetic eye disease diagnosis newly reported "
"469","heoptmd","Eye: macular degeneration diagnosis newly reported"
"470","heoptca","Eye: cataract diagnosis newly reported"
"471","heopt96","Eye: no diagnosis newly reported "
"472","hedreyr","Eye: whether doctor or optician recommended cataract removal"
"473","hecat","Whether had cataract surgery"
"474","hecatn","cataract surgery: who paid"
"475","hehear","Self-reported hearing (while using hearing aid if appropriate)"
"476","hehra","Hearing: whether finds it difficult to follow conversation when background noise"
"477","hedent","Whether has natural teeth, dentures or neither"
"478","hednta","Dental condition"
"479","hedntb1","Difficulties caused by dental condition: Difficulty eating food"
"480","hedntb2","Difficulties caused by dental condition: Difficulty speaking clearly"
"481","hedntb3","Difficulties caused by dental condition: Problems with smiling, laughing and showing teeth without embarrassment"
"482","hedntb4","Difficulties caused by dental condition: Problems with emotional stability, for example, becoming more easily upset than usual "
"483","hedntb5","Difficulties caused by dental condition: Problems enjoying the company of other people such as family, friends, or neighbours "
"484","hedntb96","Difficulties caused by dental condition: None of these "
"485","hebpchk","Blood pressure: whether checked by doctor or nurse in past year"
"486","hedawbp","Diagnosed high blood pressure fed forward"
"487","hedacbp","Whether confirms high blood pressure diagnosis"
"488","hedanbp","Reason disputed high blood pressure diagnosis fed forward"
"489","hedasbp","Whether still has high blood pressure"
"490","hedawan","Diagnosed angina fed forward"
"491","hedacan","Whether confirms angina diagnosis"
"492","hedanan","Reason disputed angina diagnosis fed forward"
"493","hediax2","Whether had CVD condition at last interview "
"494","hedasan","Whether still has angina"
"495","hedawmi","Diagnosed heart attack fed forward"
"496","hedacmi","Whether confirms heart attack diagnosis "
"497","hedanmi","Reason disputed heart attack diagnosis fed forward"
"498","hediax3","Whether had CVD condition at last interview "
"499","hedawhf","Diagnosed congestive heart failure fed forward"
"500","hedachf","Whether confirms congestive heart failure diagnosis"
"501","hedanhf","Reason disputed congestive heart failure diagnosis fed forward"
"502","hedashf","Whether still has congestive heart failure"
"503","hedawhm","Diagnosed heart murmur fed forward"
"504","hedachm","Whether confirms heart murmur diagnosis"
"505","hedanhm","Reason disputed heart murmur diagnosis fed forward"
"506","hedashm","Whether still has heart murmur"
"507","hedawar","Diagnosed abnormal heart rhythm fed forward"
"508","hedacar","Whether confirms abnormal heart rhythm diagnosis"
"509","hedanar","Reason disputed abnormal heart rhythm diagnosis fed forward"
"510","hedasar","Whether still has abnormal heart rhythm"
"511","hedawdi","Diagnosed diabetes or high blood sugar fed forward"
"512","hedacdi","Whether confirms diabetes or high blood sugar diagnosis"
"513","hedandi","Reason disputed diabetes or high blood sugar diagnosis fed forward"
"514","hedawst","Diagnosed stroke fed forward"
"515","hedacst","Whether confirms stroke diagnosis"
"516","hedanst","Reason disputed stroke diagnosis fed forward"
"517","hedawch","Diagnosed high cholesterol fed forward"
"518","hedacch","Whether confirms high cholesterol diagnosis"
"519","hedanch","Reason disputed high cholesterol diagnosis fed forward"
"520","hedasch","Whether still has high cholesterol"
