"","name","label"
"59","dhcr10","Relationship of 1st child to 10th person in household"
"60","dhpa2","Person number of Parent A for 2nd child"
"61","dhpb2","Person number of Parent B for 2nd child"
"62","dhc2","Children Grid: Child number within these parents (first child, second child etc)"
"63","dhcs2","Children Grid: Sex of Child 2"
"64","dhcdby2","Children Grid: Year of Birth of Child 2"
"65","dhcag2","Children Grid: Age of Child 2"
"66","dhcr17","Relationship of 2nd child to 1st person in household"
"67","dhcr18","Relationship of 2nd child to 2nd person in household"
"68","dhcr19","Relationship of 2nd child to 3rd person in household"
"69","dhcr20","Relationship of 2nd child to 4th person in household"
"70","dhcr21","Relationship of 2nd child to 5th person in household"
"71","dhcr22","Relationship of 2nd child to 6th person in household"
"72","dhcr23","Relationship of 2nd child to 7th person in household"
"73","dhcr24","Relationship of 2nd child to 8th person in household"
"74","dhcr25","Relationship of 2nd child to 9th person in household"
"75","dhcr26","Relationship of 2nd child to 10th person in household"
"76","dhpa3","Person number of Parent A for 3rd child"
"77","dhpb3","Person number of Parent B for 3rd child"
"78","dhc3","Children Grid: Child number within these parents (first child, second child etc)"
"79","dhcs3","Children Grid: Sex of Child 3"
"80","dhcdby3","Children Grid: Year of Birth of Child 3"
"81","dhcag3","Children Grid: Age of Child 3"
"82","dhcr33","Relationship of 3rd child to 1st person in household"
"83","dhcr34","Relationship of 3rd child to 2nd person in household"
"84","dhcr35","Relationship of 3rd child to 3rd person in household"
"85","dhcr36","Relationship of 3rd child to 4th person in household"
"86","dhcr37","Relationship of 3rd child to 5th person in household"
"87","dhcr38","Relationship of 3rd child to 6th person in household"
"88","dhcr39","Relationship of 3rd child to 7th person in household"
"89","dhcr40","Relationship of 3rd child to 8th person in household"
"90","dhcr41","Relationship of 3rd child to 9th person in household"
"91","dhcr42","Relationship of 3rd child to 10th person in household"
"92","dhpa4","Person number of Parent A for 4th child"
"93","dhpb4","Person number of Parent B for 4th child"
"94","dhc4","Children Grid: Child number within these parents (first child, second child etc)"
"95","dhcs4","Children Grid: Sex of Child 4"
"96","dhcdby4","Children Grid: Year of Birth of Child 4"
"97","dhcag4","Children Grid: Age of Child 4"
"98","dhcr49","Relationship of 4th child to 1st person in household"
"99","dhcr50","Relationship of 4th child to 2nd person in household"
"100","dhcr51","Relationship of 4th child to 3rd person in household"
"101","dhcr52","Relationship of 4th child to 4th person in household"
"102","dhcr53","Relationship of 4th child to 5th person in household"
"103","dhcr54","Relationship of 4th child to 6th person in household"
"104","dhcr55","Relationship of 4th child to 7th person in household"
"105","dhcr56","Relationship of 4th child to 8th person in household"
"106","dhcr57","Relationship of 4th child to 9th person in household"
"107","dhcr58","Relationship of 4th child to 10th person in household"
"108","dhpa5","Person number of Parent A for 5th child"
"109","dhpb5","Person number of Parent B for 5th child"
"110","dhc5","Children Grid: Child number within these parents (first child, second child etc)"
"111","dhcs5","Children Grid: Sex of Child 5"
"112","dhcdby5","Children Grid: Year of Birth of Child 5"
"113","dhcag5","Children Grid: Age of Child 5"
"114","dhcr65","Relationship of 5th child to 1st person in household"
"115","dhcr66","Relationship of 5th child to 2nd person in household"
"116","dhcr67","Relationship of 5th child to 3rd person in household"
"117","dhcr68","Relationship of 5th child to 4th person in household"
"118","dhcr69","Relationship of 5th child to 5th person in household"
"119","dhcr70","Relationship of 5th child to 6th person in household"
"120","dhcr71","Relationship of 5th child to 7th person in household"
"121","dhcr72","Relationship of 5th child to 8th person in household"
"122","dhcr73","Relationship of 5th child to 9th person in household"
"123","dhcr74","Relationship of 5th child to 10th person in household"
"124","dhpa6","Person number of Parent A for 6th child"
"125","dhpb6","Person number of Parent B for 6th child"
"126","dhc6","Children Grid: Child number within these parents (first child, second child etc)"
"127","dhcs6","Children Grid: Sex of Child 6"
"128","dhcdby6","Children Grid: Year of Birth of Child 6"
"129","dhcag6","Children Grid: Age of Child 6"
"130","dhcr81","Relationship of 6th child to 1st person in household"
"131","dhcr82","Relationship of 6th child to 2nd person in household"
"132","dhcr83","Relationship of 6th child to 3rd person in household"
"133","dhcr84","Relationship of 6th child to 4th person in household"
"134","dhcr85","Relationship of 6th child to 5th person in household"
"135","dhcr86","Relationship of 6th child to 6th person in household"
"136","dhcr87","Relationship of 6th child to 7th person in household"
"137","dhcr88","Relationship of 6th child to 8th person in household"
"138","dhcr89","Relationship of 6th child to 9th person in household"
"139","dhcr90","Relationship of 6th child to 10th person in household"
"140","dhpa7","Person number of Parent A for 7th child"
"141","dhpb7","Person number of Parent B for 7th child"
"142","dhc7","Children Grid: Child number within these parents (first child, second child etc)"
"143","dhcs7","Children Grid: Sex of Child 7"
"144","dhcdby7","Children Grid: Year of Birth of Child 7"
"145","dhcag7","Children Grid: Age of Child 7"
"146","dhcr97","Relationship of 7th child to 1st person in household"
"147","dhcr98","Relationship of 7th child to 2nd person in household"
"148","dhcr99","Relationship of 7th child to 3rd person in household"
"149","dhcr100","Relationship of 7th child to 4th person in household"
"150","dhcr101","Relationship of 7th child to 5th person in household"
"151","dhcr102","Relationship of 7th child to 6th person in household"
"152","dhcr103","Relationship of 7th child to 7th person in household"
"153","dhcr104","Relationship of 7th child to 8th person in household"
"154","dhcr105","Relationship of 7th child to 9th person in household"
"155","dhcr106","Relationship of 7th child to 10th person in household"
"156","dhpa8","Person number of Parent A for 8th child"
"157","dhpb8","Person number of Parent B for 8th child"
"158","dhc8","Children Grid: Child number within these parents (first child, second child etc)"
"159","dhcs8","Children Grid: Sex of Child 8"
"160","dhcdby8","Children Grid: Year of Birth of Child 8"
"161","dhcag8","Children Grid: Age of Child 8"
"162","dhcr113","Relationship of 8th child to 1st person in household"
"163","dhcr114","Relationship of 8th child to 2nd person in household"
"164","dhcr115","Relationship of 8th child to 3rd person in household"
"165","dhcr116","Relationship of 8th child to 4th person in household"
"166","dhcr117","Relationship of 8th child to 5th person in household"
"167","dhcr118","Relationship of 8th child to 6th person in household"
"168","dhcr119","Relationship of 8th child to 7th person in household"
"169","dhcr120","Relationship of 8th child to 8th person in household"
"170","dhcr121","Relationship of 8th child to 9th person in household"
"171","dhcr122","Relationship of 8th child to 10th person in household"
"172","dhpa9","Person number of Parent A for 9th child"
"173","dhpb9","Person number of Parent B for 9th child"
"174","dhc9","Children Grid: Child number within these parents (first child, second child etc)"
"175","dhcs9","Children Grid: Sex of Child 9"
"176","dhcdby9","Children Grid: Year of Birth of Child 9"
"177","dhcag9","Children Grid: Age of Child 9"
"178","dhcr129","Relationship of 9th child to 1st person in household"
"179","dhcr130","Relationship of 9th child to 2nd person in household"
"180","dhcr131","Relationship of 9th child to 3rd person in household"
"181","dhcr132","Relationship of 9th child to 4th person in household"
"182","dhcr133","Relationship of 9th child to 5th person in household"
"183","dhcr134","Relationship of 9th child to 6th person in household"
"184","dhcr135","Relationship of 9th child to 7th person in household"
"185","dhcr136","Relationship of 9th child to 8th person in household"
"186","dhcr137","Relationship of 9th child to 9th person in household"
"187","dhcr138","Relationship of 9th child to 10th person in household"
"188","dhpa10","Person number of Parent A for 10th child"
"189","dhpb10","Person number of Parent B for 10th child"
"190","dhc10","Children Grid: Child number within these parents (first child, second child etc)"
"191","dhcs10","Children Grid: Sex of Child 10"
"192","dhcdby10","Children Grid: Year of Birth of Child 10"
"193","dhcag10","Children Grid: Age of Child 10"
"194","dhcr145","Relationship of 10th child to 1st person in household"
"195","dhcr146","Relationship of 10th child to 2nd person in household"
"196","dhcr147","Relationship of 10th child to 3rd person in household"
"197","dhcr148","Relationship of 10th child to 4th person in household"
"198","dhcr149","Relationship of 10th child to 5th person in household"
"199","dhcr150","Relationship of 10th child to 6th person in household"
"200","dhcr151","Relationship of 10th child to 7th person in household"
"201","dhcr152","Relationship of 10th child to 8th person in household"
"202","dhcr153","Relationship of 10th child to 9th person in household"
"203","dhcr154","Relationship of 10th child to 10th person in household"
"204","dhpa11","Person number of Parent A for 11th child"
"205","dhpb11","Person number of Parent B for 11th child"
"206","dhc11","Children Grid: Child number within these parents (first child, second child etc)"
"207","dhcs11","Children Grid: Sex of Child 11"
"208","dhcdby11","Children Grid: Year of Birth of Child 11"
"209","dhcag11","Children Grid: Age of Child 11"
"210","dhcr161","Relationship of 11th child to 1st person in household"
"211","dhcr162","Relationship of 11th child to 2nd person in household"
"212","dhcr163","Relationship of 11th child to 3rd person in household"
"213","dhcr164","Relationship of 11th child to 4th person in household"
"214","dhcr165","Relationship of 11th child to 5th person in household"
"215","dhcr166","Relationship of 11th child to 6th person in household"
"216","dhcr167","Relationship of 11th child to 7th person in household"
"217","dhcr168","Relationship of 11th child to 8th person in household"
"218","dhcr169","Relationship of 11th child to 9th person in household"
"219","dhcr170","Relationship of 11th child to 10th person in household"
"220","dhpa12","Person number of Parent A for 12th child"
"221","dhpb12","Person number of Parent B for 12th child"
"222","dhc12","Children Grid: Child number within these parents (first child, second child etc)"
"223","dhcs12","Children Grid: Sex of Child 12"
"224","dhcdby12","Children Grid: Year of Birth of Child 12"
"225","dhcag12","Children Grid: Age of Child 12"
"226","dhcr177","Relationship of 12th child to 1st person in household"
"227","dhcr178","Relationship of 12th child to 2nd person in household"
"228","dhcr179","Relationship of 12th child to 3rd person in household"
"229","dhcr180","Relationship of 12th child to 4th person in household"
"230","dhcr181","Relationship of 12th child to 5th person in household"
"231","dhcr182","Relationship of 12th child to 6th person in household"
"232","dhcr183","Relationship of 12th child to 7th person in household"
"233","dhcr184","Relationship of 12th child to 8th person in household"
"234","dhcr185","Relationship of 12th child to 9th person in household"
"235","dhcr186","Relationship of 12th child to 10th person in household"
"236","dhpa13","Person number of Parent A for 13th child"
"237","dhpb13","Person number of Parent B for 13th child"
"238","dhc13","Children Grid: Child number within these parents (first child, second child etc)"
"239","dhcs13","Children Grid: Sex of Child 13"
"240","dhcdby13","Children Grid: Year of Birth of Child 13"
"241","dhcag13","Children Grid: Age of Child 13"
"242","dhcr193","Relationship of 13th child to 1st person in household"
"243","dhcr194","Relationship of 13th child to 2nd person in household"
"244","dhcr195","Relationship of 13th child to 3rd person in household"
"245","dhcr196","Relationship of 13th child to 4th person in household"
"246","dhcr197","Relationship of 13th child to 5th person in household"
"247","dhcr198","Relationship of 13th child to 6th person in household"
"248","dhcr199","Relationship of 13th child to 7th person in household"
"249","dhcr200","Relationship of 13th child to 8th person in household"
"250","dhcr201","Relationship of 13th child to 9th person in household"
"251","dhcr202","Relationship of 13th child to 10th person in household"
"252","dhpa14","Person number of Parent A for 14th child"
"253","dhpb14","Person number of Parent B for 14th child"
"254","dhc14","Children Grid: Child number within these parents (first child, second child etc)"
"255","dhcs14","Children Grid: Sex of Child 14"
"256","dhcdby14","Children Grid: Year of Birth of Child 14"
"257","dhcag14","Children Grid: Age of Child 14"
"258","dhcr209","Relationship of 14th child to 1st person in household"
"259","dhcr210","Relationship of 14th child to 2nd person in household"
"260","dhcr211","Relationship of 14th child to 3rd person in household"
"261","dhcr212","Relationship of 14th child to 4th person in household"
"262","dhcr213","Relationship of 14th child to 5th person in household"
"263","dhcr214","Relationship of 14th child to 6th person in household"
"264","dhcr215","Relationship of 14th child to 7th person in household"
"265","dhcr216","Relationship of 14th child to 8th person in household"
"266","dhcr217","Relationship of 14th child to 9th person in household"
"267","dhcr218","Relationship of 14th child to 10th person in household"
"268","dhpa15","Person number of Parent A for 15th child"
"269","dhpb15","Person number of Parent B for 15th child"
"270","dhc15","Children Grid: Child number within these parents (first child, second child etc)"
"271","dhcs15","child s sex (QCH.C[15].DhCS)"
"272","dhcdby15","Children Grid: Year of Birth of Child 15"
"273","dhcag15","Children Grid: Age of Child 15"
"274","dhcr225","Relationship of 15th child to 1st person in household"
"275","dhcr226","Relationship of 15th child to 2nd person in household"
"276","dhcr227","Relationship of 15th child to 3rd person in household"
"277","dhcr228","Relationship of 15th child to 4th person in household"
"278","dhcr229","Relationship of 15th child to 5th person in household"
"279","dhcr230","Relationship of 15th child to 6th person in household"
"280","dhcr231","Relationship of 15th child to 7th person in household"
"281","dhcr232","Relationship of 15th child to 8th person in household"
"282","dhcr233","Relationship of 15th child to 9th person in household"
"283","dhcr234","Relationship of 15th child to 10th person in household"
"284","didob","Whether respondent confirms date of birth recorded at Wave 2"
"285","didbny","Corrected year of birth from individual demographics"
"286","diagr","Age from individual demographics collapsed at 90 plus (use INDAGER instead)"
"287","diint","Person number of proxy respondent"
"288","dipre","Relationship of proxy respondent to participant"
"289","disexc","Whether confirms sex recorded at Wave 2"
"290","disex","Respondent sex"
"291","dimar","Respondent current legal marital status"
"292","digran","Whether respondent has any grandchildren/great grandchildren"
"293","dignmyc","Whether confirms number of grandchildren/great grandchildren recorded at Wave 2"
"294","dignmy","Number of grandchildren/great grandchildren"
"295","disibc","Whether confirms number of siblings recorded at Wave 2"
"296","disib","Number of living brothers/sisters"
"297","dinma","Whether mother of respondent is still alive"
"298","dianm","Age of natural mother"
"299","dimad","Age (or estimated age) at death of mother of respondent"
"300","dicdnm","Cause of death of mother of respondent"
"301","dinfa","Whether father of respondent is still alive"
"302","dianf","Age of natural father"
"303","difad","Age (or estimated age) at death of father of respondent"
"304","dicdnf","Cause of death of father of respondent"
"305","dikliv","Whom respondent lived with for most of childhood"
"306","diklivc","Whether answer to dikliv was recoded post-interview from text answer"
"307","difjob","Occupation of father (or main carer) when respondent was 14"
"308","hegenh","Self-reported general health"
"309","heill","Whether has self-reported long-standing illness"
"310","helim","Whether long-standing illness is limiting"
"311","helwk","Whether has self-reported health problem/disability that limits paid work"
"312","hetemp","Whether expects health problem/disability to last less than 3 months"
"313","hefunc","Difficulty walking 1/4 mile unaided"
"314","heeye","Self-reported eyesight (while using lenses, if appropriate)"
"315","hefrnd","Eyesight for recognition of friend across street"
"316","hepap","Eyesight for reading ordinary newspaper print"
"317","heopcgl","Whether confirms glaucoma diagnosis"
"318","heopcdi","Whether confirms diabetic eye disease diagnosed"
"319","heopcmd","Whether confirms macular degeneration diagnosis"
"320","heopcca","Whether confirms cataract diagnosis"
"321","heopfgl","Eye: diagnosed glaucoma fed forward"
"322","heopfdi","Eye: diagnosed diabetic eye disease fed forward"
"323","heopfmd","Eye: diagnosed macular degeneration fed forward"
"324","heopfca","Eye: diagnosed cataract fed forward"
"325","heopngl","Reason disputed glaucoma diagnosis fed forward"
"326","heopndi","Reason disputed diabetic eye disease diagnosis fed forward"
"327","heopnmd","Reason disputed macular degeneration diagnosis fed forward"
"328","heopnca","Reason disputed cataract diagnosis fed forward"
"329","heopsgl","Whether still has glaucoma"
"330","heopsdi","Whether still has diabetic eye disease"
"331","heopsmd","Whether still has macular degeneration"
"332","heopsca","Whether still has cataract"
"333","dheoptgl","Eye: glaucoma diagnosis newly reported "
"334","dheoptdi","Eye: diabetic eye disease diagnosis newly reported "
"335","dheoptmd","Eye: macular degeneration diagnosis newly reported"
"336","dheoptca","Eye: cataract diagnosis newly reported"
"337","heopt96","Eye: no diagnosis newly reported "
"338","hecat","Whether had cataract surgery"
"339","hehear","Self-reported hearing (while using hearing aid if appropriate)"
"340","hehra","Hearing: whether finds it difficult to follow conversation when background noise"
"341","hedent","Whether has own teeth"
"342","hednta","Self-report of dental health"
"343","hedntb1","Dental: difficulty eating food"
"344","hedntb2","Dental: difficulty speaking clearly "
"345","hedntb3","Dental: problems smiling without embarrassment"
"346","hedntb4","Dental: problems with emotional stability"
"347","hedntb5","Dental: problems enjoying company of others"
"348","hedntb0","Dental: none of listed difficulties reported"
"349","hebpchk","Blood pressure: whether checked by doctor or nurse in past year"
"350","hedawbp","Diagnosed high blood pressure fed forward"
"351","hedawan","Diagnosed angina fed forward"
"352","hedawmi","Diagnosed heart attack fed forward"
"353","hedawhf","Diagnosed congestive heart failure fed forward"
"354","hedawhm","Diagnosed heart murmur fed forward"
"355","hedawar","Diagnosed abnormal heart rhythm fed forward"
"356","hedawdi","Diagnosed diabetes or high blood sugar fed forward"
"357","hedawst","Diagnosed stroke fed forward"
"358","hedawch","Diagnosed high cholesterol fed forward"
"359","hedawot","Diagnosed other heart disease fed forward"
"360","hedacbp","Whether confirms high blood pressure diagnosis"
"361","hedacan","Whether confirms angina diagnosis"
"362","hedacmi","Whether confirms heart attack diagnosis "
"363","hedachf","Whether confirms congestive heart failure diagnosis"
"364","hedachm","Whether confirms heart murmur diagnosis"
"365","hedacar","Whether confirms abnormal heart rhythm diagnosis"
"366","hedacdi","Whether confirms diabetes or high blood sugar diagnosis"
"367","hedacst","Whether confirms stroke diagnosis"
"368","hedacch","Whether confirms high cholesterol diagnosis"
"369","hedacot","Whether confirms other heart disease diagnosis"
"370","hedanbp","Reason disputed high blood pressure diagnosis fed forward"
"371","hedanan","Reason disputed angina diagnosis fed forward"
"372","hedanmi","Reason disputed heart attack diagnosis fed forward"
"373","hedanhf","Reason disputed congestive heart failure diagnosis fed forward"
"374","hedanhm","Reason disputed heart murmur diagnosis fed forward"
"375","hedanar","Reason disputed abnormal heart rhythm diagnosis fed forward"
"376","hedandi","Reason disputed diabetes or high blood sugar diagnosis fed forward"
"377","hedanst","Reason disputed stroke diagnosis fed forward"
"378","hedanch","Reason disputed high cholesterol diagnosis fed forward"
"379","hedanot","Reason disputed other heart disease diagnosis fed forward"
"380","hedasbp","Whether still has high blood pressure"
"381","hedasan","Whether still has angina"
"382","hedashf","Whether still has congestive heart failure"
"383","hedashm","Whether still has heart murmur"
"384","hedasar","Whether still has abnormal heart rhythm"
"385","hedasch","Whether still has high cholesterol"
"386","hedasot","Whether still has other heart disease"
"387","hediabp","CVD: high blood pressure diagnosis newly reported"
"388","hediaan","CVD: angina diagnosis newly reported"
"389","hediami","CVD: heart attack diagnosis newly reported"
"390","hediahf","CVD: congestive heart failure diagnosis newly reported"
"391","hediahm","CVD: heart murmur diagnosis newly reported"
"392","hediaar","CVD: abnormal heart rhythm diagnosis newly reported"
"393","hediadi","CVD: diabetes or high blood sugar diagnosis newly reported"
"394","hediast","CVD: stroke diagnosis newly reported"
"395","hediach","CVD: high cholesterol diagnosis newly reported"
"396","hedia95","CVD: other heart disease diagnosis newly reported"
"397","hedia96","CVD: no new diagnosis reported"
"398","dhedimbp","CVD: high blood pressure diagnosis newly reported (merged)"
"399","dhediman","CVD: angina diagnosis newly reported (merged)"
"400","dhedimmi","CVD: heart attack diagnosis newly reported (merged)"
"401","dhedimhf","CVD: congestive heart failure diagnosis newly reported (merged)"
"402","dhedimhm","CVD: heart murmur diagnosis newly reported (merged)"
"403","dhedimar","CVD: abnormal heart rhythm diagnosis newly reported (merged)"
"404","dhedimdi","CVD: diabetes or high blood sugar diagnosis newly reported (merged)"
"405","dhedimst","CVD: stroke diagnosis newly reported  (merged)"
"406","dhedimch","CVD: high cholesterol diagnosis newly reported (merged)"
"407","hedim85","CVD:heart disease diagnosis newly reported does not fit codes ."
"408","hedim86","CVD: other heart disease: irrelevant response given "
"409","hedim96","CVD: no new diagnosis reported"
"410","hehbp","High blood pressure: whether doctor or nurse explained it in understandable way"
"411","hehbpa","High blood pressure: whether doctor or nurse gave choice of treatment"
"412","hehbpb","High blood pressure: whether doctor or nurse suggested medication to lower it"
"413","hemda","High blood pressure: whether taking medication"
"414","hemdab","High blood pressure: whether taking medication to prevent high level returning"
"415","heaga","Age first told had angina"
"416","heagar","Month told had angina since last interview"
"417","heagary","Year told had angina since last interview"
"418","heyra","Whether had angina or chest pains in last 2 years"
"419","heagb","Age first told had heart attack"
"420","heagbr","Month told had heart attack in last 2 years"
"421","heagbry","Year told had heart attack in last 2 years"
"422","henmmi","Number of heart attacks had since last interview"
"423","heagc","Age first told had congestive heart failure"
"424","heagcr","Month told had congestive heart failure since last interview"
"425","heagcry","Year told had congestive heart failure since last interview"
"426","heagd","Age first told had diabetes or high blood sugar"
"427","heagdr","Month told had diabetes or high blood sugar since last interview"
"428","heagdry","Year told had diabetes or high blood sugar since last interview"
"429","dheacd","Whether ever been told has diabetes by doctor "
"430","heins","Diabetes: whether currently injects insulin"
"431","hemdb","Diabetes: whether taking medication"
"432","heace","Diabetes: whether ACE inhibitor or A2 receptor blocker discussed by doctor"
"433","heacea","Diabetes: whether taking ACE inhibitor or A2 receptor blocker"
"434","hewee","Diabetes: whether been checked for protein in urine in past year by doctor"
"435","heweea","Diabetes: whether been told has protein in urine by doctor"
"436","hekidn","Diabetes: whether been told has kidney trouble by doctor"
"437","hesug","Diabetes: whether ever had glycosylated haemoglobin (A1c) test"
"438","hesuga","Diabetes: whether had A1c test in last 12 months"
"439","heftchk","Diabetes: whether had feet examined in past year by doctor or nurse"
"440","heslfcr","Diabetes: whether received training to manage it"
"441","heslfcm","Diabetes: month of most recent training "
"442","heslfcy","Diabetes: year of most recent training"
"443","heslfcb","Diabetes: how much knows about managing it (self-reported)"
"444","heage","Age first told had stroke"
"445","heager","Month told had stroke since last interview"
"446","heagery","Year told had stroke since last interview"
"447","henmst","Number of strokes since last interview"
"448","hehbpb1","Stroke: whether blood pressure-lowering medication suggested by doctor or nurse"
"449","hepbs","Stroke: whether has any remaining problems"
"450","hewks","Stroke: whether has weakness in arms or legs"
"451","hespk","Stroke: whether has difficulty speaking or swallowing"
"452","hevsi","Stroke: whether has difficulty  with vision"
"453","hethk","Stroke: whether has difficulty thinking or finding right words"
"454","hehrtmd","Angina or MI: whether taking blood-thinning medication"
"455","hechmd","Cholesterol: whether taking medication to lower cholesterol level"
"456","hechme","Cholesterol: whether taking medication to prevent level becoming high"
"457","hedbwlu","Chronic: diagnosed lung disease fed forward"
"458","hedbwas","Chronic: diagnosed asthma fed forward"
"459","hedbwar","Chronic: diagnosed arthritis fed forward"
"460","hedbwos","Chronic: diagnosed osteoporosis fed forward"
"461","hedbwca","Chronic: diagnosed cancer fed forward"
"462","hedbwpd","Chronic: diagnosed Parkinsons Disease fed forward"
"463","hedbwps","Chronic: diagnosed psychiatric condition fed forward"
"464","hedbwad","Chronic: diagnosed Alzheimers Disease fed forward"
"465","hedbwde","Chronic: diagnosed dementia fed forward"
"466","hedbmlu","Reason disputed lung disease diagnosis fed forward"
"467","hedbmas","Reason disputed asthma diagnosis fed forward"
"468","hedbmar","Reason disputed arthritis diagnosis fed forward"
"469","hedbmos","Reason disputed osteoporosis diagnosis fed forward"
"470","hedbmca","Reason disputed cancer diagnosis fed forward"
"471","hedbmpd","Reason disputed Parkinsons disease diagnosis fed forward"
"472","hedbmps","Reason disputed psychiatric condition diagnosis fed forward"
"473","hedbmad","Reason disputed Alzheimers Disease diagnosis fed forward"
"474","hedbmde","Reason disputed dementia diagnosis fed forward"
"475","hedbdlu","Whether confirms lung disease diagnosis"
"476","hedbdas","Whether confirms asthma diagnosis"
"477","hedbdar","Whether confirms arthritis diagnosis"
"478","hedbdos","Whether confirms osteoporosis diagnosis"
"479","hedbdca","Whether confirms cancer diagnosis"
"480","hedbdpd","Whether confirms Parkinsons Disease diagnosis"
"481","hedbdps","Whether confirms psychiatric condition diagnosis"
"482","hedbdad","Whether confirms Alzheimers Disease diagnosis"
"483","hedbdde","Whether confirms dementia diagnosis"
"484","hedblu","Whether still has lung disease"
"485","hedbsas","Whether still has asthma"
"486","hedbsar","Whether still has arthritis"
"487","hedbsos","Chronic: Whether still has osteoporosis"
"488","hedbsca","Whether still has cancer"
"489","hedbspd","Whether still has Parkinsons Disease"
"490","hedbsde","Whether still has dementia"
"491","dhediblu","Chronic: lung disease diagnosis newly reported"
"492","dhedibas","Chronic: asthma diagnosis newly reported"
"493","dhedibar","Chronic: arthritis diagnosis newly reported"
"494","dhedibos","Chronic: osteoporosis diagnosis newly reported"
"495","dhedibca","Chronic: cancer diagnosis newly reported"
"496","dhedibpd","Chronic: Parkinsons Disease diagnosis newly reported"
"497","dhedibps","Chronic: psychiatric condition newly reported"
"498","dhedibad","Chronic: Alzheimers Disease diagnosis newly reported"
"499","dhedibde","Chronic: dementia diagnosis newly reported"
"500","hedibbl","Chronic: blood disorder diagnosis newly reported"
"501","hedib96","Chronic: no new diagnosis reported"
"502","helng","Whether taking medication for lung condition"
"503","helngb","Whether taking medication to prevent return of lung condition"
"504","heama","Whether taking medication for asthma"
"505","heamb","Whether taking medication for preventing asthma"
"506","heartoa","Whether has osteoarthritis"
"507","heartra","Whether has rheumatoid arthritis"
"508","heartot","Whether has other kind of arthritis"
"509","heagf","Age first told had arthritis"
"510","heagfr","Month told had arthritis since last interview"
"511","heagfry","Year told had arthritis since last interview"
"512","hearta","Arthritis (joint pain): whether doctor or nurse discussed what it will be like"
"513","heartb","Arthritis (joint pain): whether doctor/nurse said how to keep it from worsening"
"514","heartc","Arthritis (joint pain): whether doctor or nurse talked about treatment"
"515","heartd","Arthritis (joint pain): whether doctor/nurse talked about purpose of treatment"
"516","hearte","Arthritis (joint pain): whether parecetamol suggested as first medication"
"517","heleuk","Type of blood disorder has"
"518","heagg","Age first told had cancer"
"519","heaggr","Month told had cancer since last interview"
"520","heaggry","Year told had cancer since last interview"
"521","heagk","Age told had leukaemia, lymphoma"
"522","heagkr","Month told had leukaemia, lymphoma since last interview"
