"","name","label"
"91","dhdobc3","Whether confirms date of birth recorded at Wave 3"
"92","dhcag3","Children Grid: Age of Child 3"
"93","dhcr33","Relationship of 3rd child to 1st person in household"
"94","dhcr34","Relationship of 3rd child to 2nd person in household"
"95","dhcr35","Relationship of 3rd child to 3rd person in household"
"96","dhcr36","Relationship of 3rd child to 4th person in household"
"97","dhcr37","Relationship of 3rd child to 5th person in household"
"98","dhcr38","Relationship of 3rd child to 6th person in household"
"99","dhcr39","Relationship of 3rd child to 7th person in household"
"100","dhcr40","Relationship of 3rd child to 8th person in household"
"101","dhcr41","Relationship of 3rd child to 9th person in household"
"102","dhcr42","Relationship of 3rd child to 10th person in household"
"103","dhcr43","Relationship of 3rd child to 11th person in household"
"104","dhcr44","Relationship of 3rd child to 12th person in household"
"105","dhcr45","Relationship of 3rd child to 13th person in household"
"106","dhcr46","Relationship of 3rd child to 14th person in household"
"107","dhcr47","Relationship of 3rd child to 15th person in household"
"108","dhcr48","Relationship of 3rd child to 16th person in household"
"109","dhpa4","Person number of Parent A for 4th child"
"110","dhpb4","Person number of Parent B for 4th child"
"111","dhc4","Children Grid: Child number within these parents (first child, second child etc)"
"112","dhcs4","Children Grid: Sex of Child 4"
"113","dhdobc4","Whether confirms date of birth recorded at Wave 3"
"114","dhcag4","Children Grid: Age of Child 4"
"115","dhcr49","Relationship of 4th child to 1st person in household"
"116","dhcr50","Relationship of 4th child to 2nd person in household"
"117","dhcr51","Relationship of 4th child to 3rd person in household"
"118","dhcr52","Relationship of 4th child to 4th person in household"
"119","dhcr53","Relationship of 4th child to 5th person in household"
"120","dhcr54","Relationship of 4th child to 6th person in household"
"121","dhcr55","Relationship of 4th child to 7th person in household"
"122","dhcr56","Relationship of 4th child to 8th person in household"
"123","dhcr57","Relationship of 4th child to 9th person in household"
"124","dhcr58","Relationship of 4th child to 10th person in household"
"125","dhcr59","Relationship of 4th child to 11th person in household"
"126","dhcr60","Relationship of 4th child to 12th person in household"
"127","dhcr61","Relationship of 4th child to 13th person in household"
"128","dhcr62","Relationship of 4th child to 14th person in household"
"129","dhcr63","Relationship of 4th child to 15th person in household"
"130","dhcr64","Relationship of 4th child to 16th person in household"
"131","dhpa5","Person number of Parent A for 5th child"
"132","dhpb5","Person number of Parent B for 5th child"
"133","dhc5","Children Grid: Child number within these parents (first child, second child etc)"
"134","dhcs5","Children Grid: Sex of Child 5"
"135","dhdobc5","Whether confirms date of birth recorded at Wave 3"
"136","dhcag5","Children Grid: Age of Child 5"
"137","dhcr65","Relationship of 5th child to 1st person in household"
"138","dhcr66","Relationship of 5th child to 2nd person in household"
"139","dhcr67","Relationship of 5th child to 3rd person in household"
"140","dhcr68","Relationship of 5th child to 4th person in household"
"141","dhcr69","Relationship of 5th child to 5th person in household"
"142","dhcr70","Relationship of 5th child to 6th person in household"
"143","dhcr71","Relationship of 5th child to 7th person in household"
"144","dhcr72","Relationship of 5th child to 8th person in household"
"145","dhcr73","Relationship of 5th child to 9th person in household"
"146","dhcr74","Relationship of 5th child to 10th person in household"
"147","dhcr75","Relationship of 5th child to 11th person in household"
"148","dhcr76","Relationship of 5th child to 12th person in household"
"149","dhcr77","Relationship of 5th child to 13th person in household"
"150","dhcr78","Relationship of 5th child to 14th person in household"
"151","dhcr79","Relationship of 5th child to 15th person in household"
"152","dhcr80","Relationship of 5th child to 16th person in household"
"153","dhpa6","Person number of Parent A for 6th child"
"154","dhpb6","Person number of Parent B for 6th child"
"155","dhc6","Children Grid: Child number within these parents (first child, second child etc)"
"156","dhcs6","Children Grid: Sex of Child 6"
"157","dhdobc6","Whether confirms date of birth recorded at Wave 3"
"158","dhcag6","Children Grid: Age of Child 6"
"159","dhcr81","Relationship of 6th child to 1st person in household"
"160","dhcr82","Relationship of 6th child to 2nd person in household"
"161","dhcr83","Relationship of 6th child to 3rd person in household"
"162","dhcr84","Relationship of 6th child to 4th person in household"
"163","dhcr85","Relationship of 6th child to 5th person in household"
"164","dhcr86","Relationship of 6th child to 6th person in household"
"165","dhcr87","Relationship of 6th child to 7th person in household"
"166","dhcr88","Relationship of 6th child to 8th person in household"
"167","dhcr89","Relationship of 6th child to 9th person in household"
"168","dhcr90","Relationship of 6th child to 10th person in household"
"169","dhcr91","Relationship of 6th child to 11th person in household"
"170","dhcr92","Relationship of 6th child to 12th person in household"
"171","dhcr93","Relationship of 6th child to 13th person in household"
"172","dhcr94","Relationship of 6th child to 14th person in household"
"173","dhcr95","Relationship of 6th child to 15th person in household"
"174","dhcr96","Relationship of 6th child to 16th person in household"
"175","dhpa7","Person number of Parent A for 7th child"
"176","dhpb7","Person number of Parent B for 7th child"
"177","dhc7","Children Grid: Child number within these parents (first child, second child etc)"
"178","dhcs7","Children Grid: Sex of Child 7"
"179","dhdobc7","Whether confirms date of birth recorded at Wave 3"
"180","dhcag7","Children Grid: Age of Child 7"
"181","dhcr97","Relationship of 7th child to 1st person in household"
"182","dhcr98","Relationship of 7th child to 2nd person in household"
"183","dhcr99","Relationship of 7th child to 3rd person in household"
"184","dhcr100","Relationship of 7th child to 4th person in household"
"185","dhcr101","Relationship of 7th child to 5th person in household"
"186","dhcr102","Relationship of 7th child to 6th person in household"
"187","dhcr103","Relationship of 7th child to 7th person in household"
"188","dhcr104","Relationship of 7th child to 8th person in household"
"189","dhcr105","Relationship of 7th child to 9th person in household"
"190","dhcr106","Relationship of 7th child to 10th person in household"
"191","dhcr107","Relationship of 7th child to 11th person in household"
"192","dhcr108","Relationship of 7th child to 12th person in household"
"193","dhcr109","Relationship of 7th child to 13th person in household"
"194","dhcr110","Relationship of 7th child to 14th person in household"
"195","dhcr111","Relationship of 7th child to 15th person in household"
"196","dhcr112","Relationship of 7th child to 16th person in household"
"197","dhpa8","Person number of Parent A for 8th child"
"198","dhpb8","Person number of Parent B for 8th child"
"199","dhc8","Children Grid: Child number within these parents (first child, second child etc)"
"200","dhcs8","Children Grid: Sex of Child 8"
"201","dhdobc8","Whether confirms date of birth recorded at Wave 3"
"202","dhcag8","Children Grid: Age of Child 8"
"203","dhcr113","Relationship of 8th child to 1st person in household"
"204","dhcr114","Relationship of 8th child to 2nd person in household"
"205","dhcr115","Relationship of 8th child to 3rd person in household"
"206","dhcr116","Relationship of 8th child to 4th person in household"
"207","dhcr117","Relationship of 8th child to 5th person in household"
"208","dhcr118","Relationship of 8th child to 6th person in household"
"209","dhcr119","Relationship of 8th child to 7th person in household"
"210","dhcr120","Relationship of 8th child to 8th person in household"
"211","dhcr121","Relationship of 8th child to 9th person in household"
"212","dhcr122","Relationship of 8th child to 10th person in household"
"213","dhcr123","Relationship of 8th child to 11th person in household"
"214","dhcr124","Relationship of 8th child to 12th person in household"
"215","dhcr125","Relationship of 8th child to 13th person in household"
"216","dhcr126","Relationship of 8th child to 14th person in household"
"217","dhcr127","Relationship of 8th child to 15th person in household"
"218","dhcr128","Relationship of 8th child to 16th person in household"
"219","dhpa9","Person number of Parent A for 9th child"
"220","dhpb9","Person number of Parent B for 9th child"
"221","dhc9","Children Grid: Child number within these parents (first child, second child etc)"
"222","dhcs9","Children Grid: Sex of Child 9"
"223","dhdobc9","Whether confirms date of birth recorded at Wave 3"
"224","dhcag9","Children Grid: Age of Child 9"
"225","dhcr129","Relationship of 9th child to 1st person in household"
"226","dhcr130","Relationship of 9th child to 2nd person in household"
"227","dhcr131","Relationship of 9th child to 3rd person in household"
"228","dhcr132","Relationship of 9th child to 4th person in household"
"229","dhcr133","Relationship of 9th child to 5th person in household"
"230","dhcr134","Relationship of 9th child to 6th person in household"
"231","dhcr135","Relationship of 9th child to 7th person in household"
"232","dhcr136","Relationship of 9th child to 8th person in household"
"233","dhcr137","Relationship of 9th child to 9th person in household"
"234","dhcr138","Relationship of 9th child to 10th person in household"
"235","dhcr139","Relationship of 9th child to 11th person in household"
"236","dhcr140","Relationship of 9th child to 12th person in household"
"237","dhcr141","Relationship of 9th child to 13th person in household"
"238","dhcr142","Relationship of 9th child to 14th person in household"
"239","dhcr143","Relationship of 9th child to 15th person in household"
"240","dhcr144","Relationship of 9th child to 16th person in household"
"241","dhpa10","Person number of Parent A for 10th child"
"242","dhpb10","Person number of Parent B for 10th child"
"243","dhc10","Children Grid: Child number within these parents (first child, second child etc)"
"244","dhcs10","Children Grid: Sex of Child 10"
"245","dhdobc10","Whether confirms date of birth recorded at Wave 3"
"246","dhcag10","Children Grid: Age of Child 10"
"247","dhcr145","Relationship of 10th child to 1st person in household"
"248","dhcr146","Relationship of 10th child to 2nd person in household"
"249","dhcr147","Relationship of 10th child to 3rd person in household"
"250","dhcr148","Relationship of 10th child to 4th person in household"
"251","dhcr149","Relationship of 10th child to 5th person in household"
"252","dhcr150","Relationship of 10th child to 6th person in household"
"253","dhcr151","Relationship of 10th child to 7th person in household"
"254","dhcr152","Relationship of 10th child to 8th person in household"
"255","dhcr153","Relationship of 10th child to 9th person in household"
"256","dhcr154","Relationship of 10th child to 10th person in household"
"257","dhcr155","Relationship of 10th child to 11th person in household"
"258","dhcr156","Relationship of 10th child to 12th person in household"
"259","dhcr157","Relationship of 10th child to 13th person in household"
"260","dhcr158","Relationship of 10th child to 14th person in household"
"261","dhcr159","Relationship of 10th child to 15th person in household"
"262","dhcr160","Relationship of 10th child to 16th person in household"
"263","dhpa11","Person number of Parent A for 11th child"
"264","dhpb11","Person number of Parent B for 11th child"
"265","dhc11","Children Grid: Child number within these parents (first child, second child etc)"
"266","dhcs11","Children Grid: Sex of Child 11"
"267","dhdobc11","Whether confirms date of birth recorded at Wave 3"
"268","dhcag11","Children Grid: Age of Child 11"
"269","dhcr161","Relationship of 11th child to 1st person in household"
"270","dhcr162","Relationship of 11th child to 2nd person in household"
"271","dhcr163","Relationship of 11th child to 3rd person in household"
"272","dhcr164","Relationship of 11th child to 4th person in household"
"273","dhcr165","Relationship of 11th child to 5th person in household"
"274","dhcr166","Relationship of 11th child to 6th person in household"
"275","dhcr167","Relationship of 11th child to 7th person in household"
"276","dhcr168","Relationship of 11th child to 8th person in household"
"277","dhcr169","Relationship of 11th child to 9th person in household"
"278","dhcr170","Relationship of 11th child to 10th person in household"
"279","dhcr171","Relationship of 11th child to 11th person in household"
"280","dhcr172","Relationship of 11th child to 12th person in household"
"281","dhcr173","Relationship of 11th child to 13th person in household"
"282","dhcr174","Relationship of 11th child to14th person in household"
"283","dhcr175","Relationship of 11th child to 15th person in household"
"284","dhcr176","Relationship of 11th child to 16th person in household"
"285","dhpa12","Person number of Parent A for 12th child"
"286","dhpb12","Person number of Parent B for 12th child"
"287","dhc12","Children Grid: Child number within these parents (first child, second child etc)"
"288","dhcs12","Children Grid: Sex of Child 12"
"289","dhdobc12","Whether confirms date of birth recorded at Wave 3"
"290","dhcag12","Children Grid: Age of Child 12"
"291","dhcr177","Relationship of 12th child to 1st person in household"
"292","dhcr178","Relationship of 12th child to 2nd person in household"
"293","dhcr179","Relationship of 12th child to 3rd person in household"
"294","dhcr180","Relationship of 12th child to 4th person in household"
"295","dhcr181","Relationship of 12th child to 5th person in household"
"296","dhcr182","Relationship of 12th child to 6th person in household"
"297","dhcr183","Relationship of 12th child to 7th person in household"
"298","dhcr184","Relationship of 12th child to 8th person in household"
"299","dhcr185","Relationship of 12th child to 9th person in household"
"300","dhcr186","Relationship of 12th child to 10th person in household"
"301","dhcr187","Relationship of 12th child to 11th person in household"
"302","dhcr188","Relationship of 12th child to 12th person in household"
"303","dhcr189","Relationship of 12th child to 13th person in household"
"304","dhcr190","Relationship of 12th child to 14th person in household"
"305","dhcr191","Relationship of 12th child to 15th person in household"
"306","dhcr192","Relationship of 12th child to 16th person in household"
"307","dhpa13","Person number of Parent A for 13th child"
"308","dhpb13","Person number of Parent B for 13th child"
"309","dhc13","Children Grid: Child number within these parents (first child, second child etc)"
"310","dhcs13","Children Grid: Sex of Child 13"
"311","dhdobc13","Whether confirms date of birth recorded at Wave 3"
"312","dhcag13","Children Grid: Age of Child 13"
"313","dhcr193","Relationship of 13th child to 1st person in household"
"314","dhcr194","Relationship of 13th child to 2nd person in household"
"315","dhcr195","Relationship of 13th child to 3rd person in household"
"316","dhcr196","Relationship of 13th child to 4th person in household"
"317","dhcr197","Relationship of 13th child to 5th person in household"
"318","dhcr198","Relationship of 13th child to 6th person in household"
"319","dhcr199","Relationship of 13th child to 7th person in household"
"320","dhcr200","Relationship of 13th child to 8th person in household"
"321","dhcr201","Relationship of 13th child to 9th person in household"
"322","dhcr202","Relationship of 13th child to 10th person in household"
"323","dhcr203","Relationship of 13th child to 11th person in household"
"324","dhcr204","Relationship of 13th child to 12th person in household"
"325","dhcr205","Relationship of 13th child to 13th person in household"
"326","dhcr206","Relationship of 13th child to 14th person in household"
"327","dhcr207","Relationship of 13th child to 15th person in household"
"328","dhcr208","Relationship of 13th child to 16th person in household"
"329","dhpa14","Person number of Parent A for 14th child"
"330","dhpb14","Person number of Parent B for 14th child"
"331","dhc14","Children Grid: Child number within these parents (first child, second child etc)"
"332","dhcs14","Children Grid: Sex of Child 14"
"333","dhdobc14","Whether confirms date of birth recorded at Wave 3"
"334","dhcag14","Children Grid: Age of Child 14"
"335","dhcr209","Relationship of 14th child to 1st person in household"
"336","dhcr210","Relationship of 14th child to 2nd person in household"
"337","dhcr211","Relationship of 14th child to 3rd person in household"
"338","dhcr212","Relationship of 14th child to 4th person in household"
"339","dhcr213","Relationship of 14th child to 5th person in household"
"340","dhcr214","Relationship of 14th child to 6th person in household"
"341","dhcr215","Relationship of 14th child to 7th person in household"
"342","dhcr216","Relationship of 14th child to 8th person in household"
"343","dhcr217","Relationship of 14th child to 9th person in household"
"344","dhcr218","Relationship of 14th child to 10th person in household"
"345","dhcr219","Relationship of 14th child to 11th person in household"
"346","dhcr220","Relationship of 14th child to 12th person in household"
"347","dhcr221","Relationship of 14th child to 13th person in household"
"348","dhcr222","Relationship of 14th child to 14th person in household"
"349","dhcr223","Relationship of 14th child to 15th person in household"
"350","dhcr224","Relationship of 14th child to 16th person in household"
"351","dhpa15","Person number of Parent A for 15th child"
"352","dhpb15","Person number of Parent B for 15th child"
"353","dhc15","Children Grid: Child number within these parents (first child, second child etc)"
"354","dhcs15","child s sex (QCH.C[15].DhCS)"
"355","dhdobc15","Whether confirms date of birth recorded at Wave 3"
"356","dhcag15","Children Grid: Age of Child 15"
"357","dhcr225","Relationship of 15th child to 1st person in household"
"358","dhcr226","Relationship of 15th child to 2nd person in household"
"359","dhcr227","Relationship of 15th child to 3rd person in household"
"360","dhcr228","Relationship of 15th child to 4th person in household"
"361","dhcr229","Relationship of 15th child to 5th person in household"
"362","dhcr230","Relationship of 15th child to 6th person in household"
"363","dhcr231","Relationship of 15th child to 7th person in household"
"364","dhcr232","Relationship of 15th child to 8th person in household"
"365","dhcr233","Relationship of 15th child to 9th person in household"
"366","dhcr234","Relationship of 15th child to 10th person in household"
"367","dhcr235","Relationship of 15th child to 11th person in household"
"368","dhcr236","Relationship of 15th child to 12th person in household"
"369","dhcr237","Relationship of 15th child to 13th person in household"
"370","dhcr238","Relationship of 15th child to 14th person in household"
"371","dhcr239","Relationship of 15th child to 15th person in household"
"372","dhcr240","Relationship of 15th child to 16th person in household"
"373","dhpa16","Person number of Parent A for 16th child"
"374","dhpb16","Person number of Parent B for 16th child"
"375","dhc16","Children Grid: Child number within these parents (first child, second child etc)"
"376","dhcs16","child s sex (QCH.C[16].DhCS)"
"377","dhdobc16","Whether confirms date of birth recorded at Wave 3"
"378","dhcag16","Children Grid: Age of Child 16"
"379","dhcr241","Relationship of 16th child to 1st person in household"
"380","dhcr242","Relationship of 16th child to 2nd person in household"
"381","dhcr243","Relationship of 16th child to 3rd person in household"
"382","dhcr244","Relationship of 16th child to 4th person in household"
"383","dhcr245","Relationship of 16th child to 5th person in household"
"384","dhcr246","Relationship of 16th child to 6th person in household"
"385","dhcr247","Relationship of 16th child to 7th person in household"
"386","dhcr248","Relationship of 16th child to 8th person in household"
"387","dhcr249","Relationship of 16th child to 9th person in household"
"388","dhcr250","Relationship of 16th child to 10th person in household"
"389","dhcr251","Relationship of 16th child to 11th person in household"
"390","dhcr252","Relationship of 16th child to 12th person in household"
"391","dhcr253","Relationship of 16th child to 13th person in household"
"392","dhcr254","Relationship of 16th child to 14th person in household"
"393","dhcr255","Relationship of 16th child to 15th person in household"
"394","dhcr256","Relationship of 16th child to 16th person in household"
"395","didob","Whether respondent confirms date of birth recorded at Wave 3"
"396","didbny","Corrected year of birth from individual demographics"
"397","diagr","Age from individual demographics collapsed at 90 plus (use INDAGER instead)"
"398","diint","Person number of proxy respondent"
"399","dipre","Relationship of proxy respondent to participant"
"400","disexc","Whether confirms sex recorded at Wave 3"
"401","disex","Respondent sex"
"402","dimar","Respondent current legal marital status"
"403","digran","Whether respondent has any grandchildren/great grandchildren"
"404","dignmyc","Whether confirms number of grandchildren/great grandchildren recorded at Wave 3"
"405","dignmy","Number of grandchildren/great grandchildren"
"406","disibc","Whether confirms number of siblings recorded at Wave 3"
"407","disib","Number of living brothers/sisters"
"408","dinma","Whether mother of respondent is still alive"
"409","dianm","Age of natural mother"
"410","dimad","Age (or estimated age) at death of mother of respondent"
"411","dicdnm","Cause of death of mother of respondent"
"412","dinfa","Whether father of respondent is still alive"
"413","dianf","Age of natural father"
"414","difad","Age (or estimated age) at death of father of respondent"
"415","dicdnf","Cause of death of father of respondent"
"416","dikliv","Whom respondent lived with for most of childhood"
"417","diklivc","Whether answer to dikliv was recoded post-interview from text answer"
"418","difjob","Occupation of father (or main carer) when respondent was 14"
"419","hehelf","Self-reported general health"
"420","heill","Whether has self-reported long-standing illness"
"421","helim","Whether long-standing illness is limiting"
"422","helwk","Whether has self-reported health problem/disability that limits paid work"
"423","hetemp","Whether expects health problem/disability to last less than 3 months"
"424","hefunc","Difficulty walking 1/4 mile unaided"
"425","heatt1","Walking symptom: chest pain"
"426","heatt2","Walking symptom: fatigue"
"427","heatt3","Walking symptom: shortness of breath"
"428","heatt5","Walking symptom: pain in leg or foot"
"429","heatt6","Walking symptom: swelling in leg or foot"
"430","heatt7","Walking symptom: pain in back"
"431","heatt8","Walking symptom: seeing difficulty"
"432","heatt9","Walking symptom: hearing difficulty"
"433","heatt13","Walking symptom: unsteady on feet, balance"
"434","heatt14","Walking symptom: lightheaded or dizzy"
"435","heatt15","Walking symptom: fear of falling"
"436","heatt16","Walking symptom: anxiety or fear"
"437","heatt95","Walking symptom: other"
"438","heattm1","Walking symptom: chest pain"
"439","heattm2","Walking symptom: fatigue"
"440","heattm3","Walking symptom: shortness of breath"
"441","heattm5","Walking symptom: pain in leg or foot"
"442","heattm6","Walking symptom: swelling in leg or foot"
"443","heattm7","Walking symptom: pain in back"
"444","heattm8","Walking symptom: seeing difficulty"
"445","heattm9","Walking symptom: hearing difficulty"
"446","heattm13","Walking symptom: unsteady on feet, balance"
"447","heattm14","Walking symptom: lightheaded or dizzy"
"448","heattm15","Walking symptom: fear of falling"
"449","heattm16","Walking symptom: anxiety or fear"
"450","heattm51","Walking symptom: other hip or leg or foot"
"451","heattm52","Walking symptom: brain disease affected legs"
"452","heattm85","Walking symptom: not codeable"
"453","heattm86","Walking symptom: irrelevant"
"454","heata","Walking symptom: main symptom if multiple"
"455","heeye","Self-reported eyesight (while using lenses, if appropriate)"
"456","hefrnd","Eyesight for recognition of friend across street"
"457","hepap","Eyesight for reading ordinary newspaper print"
"458","heopcgl","Whether confirms glaucoma diagnosis"
"459","heopcdi","Whether confirms diabetic eye disease diagnosed"
"460","heopcmd","Whether confirms macular degeneration diagnosis"
"461","heopcca","Whether confirms cataract diagnosis"
"462","heopfgl","Eye: diagnosed glaucoma fed forward"
"463","heopfdi","Eye: diagnosed diabetic eye disease fed forward"
"464","heopfmd","Eye: diagnosed macular degeneration fed forward"
"465","heopfca","Eye: diagnosed cataract fed forward"
"466","heopngl","Reason disputed glaucoma diagnosis fed forward"
"467","heopndi","Reason disputed diabetic eye disease diagnosis fed forward"
"468","heopnmd","Reason disputed macular degeneration diagnosis fed forward"
"469","heopnca","Reason disputed cataract diagnosis fed forward"
"470","heopsgl","Whether still has glaucoma"
"471","heopsdi","Whether still has diabetic eye disease"
"472","heopsmd","Whether still has macular degeneration"
"473","heopsca","Whether still has cataract"
"474","heoptgl","Eye: glaucoma diagnosis newly reported "
"475","heoptdi","Eye: diabetic eye disease diagnosis newly reported "
"476","heoptmd","Eye: macular degeneration diagnosis newly reported"
"477","heoptca","Eye: cataract diagnosis newly reported"
"478","heopt96","Eye: no diagnosis newly reported "
"479","hecat","Whether had cataract surgery"
"480","hecatn","Cataract surgery: who paid"
"481","hehear","Self-reported hearing (while using hearing aid if appropriate)"
"482","hehra","Hearing: whether finds it difficult to follow conversation when background noise"
"483","heslpa","Sleep: how often respondent has difficulty falling asleep"
"484","heslpb","Sleep: frequency wake up several times at night"
"485","heslpd","Sleep: frequency wake up feeling tired & worn out"
"486","heslpe","Sleep: number of hours on average week night"
"487","heslpf","Sleep: rating sleep quality overall"
"488","hebpchk","Blood pressure: whether checked by doctor or nurse in past year"
"489","hedawbp","Diagnosed high blood pressure fed forward"
"490","hedacbp","Whether confirms high blood pressure diagnosis"
"491","hedanbp","Reason disputed high blood pressure diagnosis fed forward"
"492","hedasbp","Whether still has high blood pressure"
"493","hedawan","Diagnosed angina fed forward"
"494","hedacan","Whether confirms angina diagnosis"
"495","hedanan","Reason disputed angina diagnosis fed forward"
"496","hedasan","Whether still has angina"
"497","hedawmi","Diagnosed heart attack fed forward"
"498","hedacmi","Whether confirms heart attack diagnosis "
"499","hedanmi","Reason disputed heart attack diagnosis fed forward"
"500","hedawhf","Diagnosed congestive heart failure fed forward"
"501","hedachf","Whether confirms congestive heart failure diagnosis"
"502","hedanhf","Reason disputed congestive heart failure diagnosis fed forward"
"503","hedashf","Whether still has congestive heart failure"
"504","hedawhm","Diagnosed heart murmur fed forward"
"505","hedachm","Whether confirms heart murmur diagnosis"
"506","hedanhm","Reason disputed heart murmur diagnosis fed forward"
"507","hedashm","Whether still has heart murmur"
"508","hedawar","Diagnosed abnormal heart rhythm fed forward"
"509","hedacar","Whether confirms abnormal heart rhythm diagnosis"
"510","hedanar","Reason disputed abnormal heart rhythm diagnosis fed forward"
"511","hedasar","Whether still has abnormal heart rhythm"
"512","hedawdi","Diagnosed diabetes or high blood sugar fed forward"
"513","hedacdi","Whether confirms diabetes or high blood sugar diagnosis"
"514","hedandi","Reason disputed diabetes or high blood sugar diagnosis fed forward"
"515","hedawst","Diagnosed stroke fed forward"
"516","hedacst","Whether confirms stroke diagnosis"
"517","hedanst","Reason disputed stroke diagnosis fed forward"
"518","hedawch","Diagnosed high cholesterol fed forward"
"519","hedacch","Whether confirms high cholesterol diagnosis"
"520","hedanch","Reason disputed high cholesterol diagnosis fed forward"
"521","hedasch","Whether still has high cholesterol"
"522","hedawot","Diagnosed other heart disease fed forward"
"523","hedacot","Whether confirms other heart disease diagnosis"
"524","hedanot","Reason disputed other heart disease diagnosis fed forward"
"525","hedasot","Whether still has other heart disease"
"526","hediabp","CVD: high blood pressure diagnosis newly reported"
"527","hediaan","CVD: angina diagnosis newly reported"
