,wave_name,name,varname,retained,label
87,w1,dhcr70,,,Children Grid: Relationship of Child 5 to Person 6: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
88,w1,dhcr71,,,Children Grid: Relationship of Child 5 to Person 7: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
89,w1,dhm5,,,Children Grid: Whether has any more living children (who are not resident in household): More for these parents?
90,w1,dhc6,,,"Children Grid: Child number within these parents(first child, second child etc)"
91,w1,dhcs6,,,Children Grid: Sex of Child 6: INTERVIEWER: CODE OR ASK [name of child~s] SEX
92,w1,dhcby06,,,Children Grid: Year of Birth of Child 6: Year of birth: What is [name of child~s] date of birth?
93,w1,dhcag6,,,Children Grid: Age of Child 6: What was [name of child~s] age last birthday?
94,w1,dhcr81,,,Children Grid: Relationship of Child 6 to Person 1: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
95,w1,dhcr82,,,Children Grid: Relationship of Child 6 to Person 2: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
96,w1,dhcr83,,,Children Grid: Relationship of Child 6 to Person 3: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
97,w1,dhcr84,,,Children Grid: Relationship of Child 6 to Person 4: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
98,w1,dhcr85,,,Children Grid: Relationship of Child 6 to Person 5: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
99,w1,dhcr86,,,Children Grid: Relationship of Child 6 to Person 6: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
100,w1,dhcr87,,,Children Grid: Relationship of Child 6 to Person 7: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
101,w1,dhm6,,,Children Grid: Whether has any more living children (who are not resident in household): More for these parents?
102,w1,dhc7,,,"Children Grid: Child number within these parents(first child, second child etc)"
103,w1,dhcs7,,,Children Grid: Sex of Child 7: INTERVIEWER: CODE OR ASK [name of child~s] SEX
104,w1,dhcby07,,,Children Grid: Year of Birth of Child 7: Year of birth: What is [name of child~s] date of birth?
105,w1,dhcag7,,,Children Grid: Age of Child 7: What was [name of child~s] age last birthday?
106,w1,dhcr97,,,Children Grid: Relationship of Child 7 to Person 1: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
107,w1,dhcr98,,,Children Grid: Relationship of Child 7 to Person 2: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
108,w1,dhcr99,,,Children Grid: Relationship of Child 7 to Person 3: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
109,w1,dhcr100,,,Children Grid: Relationship of Child 7 to Person 4: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
110,w1,dhcr101,,,Children Grid: Relationship of Child 7 to Person 5: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
111,w1,dhcr102,,,Children Grid: Relationship of Child 7 to Person 6: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
112,w1,dhcr103,,,Children Grid: Relationship of Child 7 to Person 7: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
113,w1,dhm7,,,Children Grid: Whether has any more living children (who are not resident in household): More for these parents?
114,w1,dhc8,,,"Children Grid: Child number within these parents(first child, second child etc)"
115,w1,dhcs8,,,Children Grid: Sex of Child 8: INTERVIEWER: CODE OR ASK [name of child~s] SEX
116,w1,dhcby08,,,Children Grid: Year of Birth of Child 8: Year of birth: What is [name of child~s] date of birth?
117,w1,dhcag8,,,Children Grid: Age of Child 8: What was [name of child~s] age last birthday?
118,w1,dhcr113,,,Children Grid: Relationship of Child 8 to Person 1: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
119,w1,dhcr114,,,Children Grid: Relationship of Child 8 to Person 2: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
120,w1,dhcr115,,,Children Grid: Relationship of Child 8 to Person 3: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
121,w1,dhcr116,,,Children Grid: Relationship of Child 8 to Person 4: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
122,w1,dhcr117,,,Children Grid: Relationship of Child 8 to Person 5: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
123,w1,dhm8,,,Children Grid: Whether has any more living children (who are not resident in household): More for these parents?
124,w1,dhc9,,,"Children Grid: Child number within these parents(first child, second child etc)"
125,w1,dhcs9,,,Children Grid: Sex of Child 9: INTERVIEWER: CODE OR ASK [name of child~s] SEX
126,w1,dhcby09,,,Children Grid: Year of Birth of Child 9: Year of birth: What is [name of child~s] date of birth?
127,w1,dhcag9,,,Children Grid: Age of Child 9: What was [name of child~s] age last birthday?
128,w1,dhcr129,,,Children Grid: Relationship of Child 9 to Person 1: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
129,w1,dhcr130,,,Children Grid: Relationship of Child 9 to Person 2: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
130,w1,dhcr131,,,Children Grid: Relationship of Child 9 to Person 3: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
131,w1,dhcr132,,,Children Grid: Relationship of Child 9 to Person 4: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
132,w1,dhcr133,,,Children Grid: Relationship of Child 9 to Person 5: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
133,w1,dhm9,,,Children Grid: Whether has any more living children (who are not resident in household): More for these parents?
134,w1,dhc10,,,"Children Grid: Child number within these parents(first child, second child etc)"
135,w1,dhcs10,,,Children Grid: Sex of Child 10: INTERVIEWER: CODE OR ASK [name of child~s] SEX
136,w1,dhcby10,,,Children Grid: Year of Birth of Child 10: Year of birth: What is [name of child~s] date of birth?
137,w1,dhcag10,,,Children Grid: Age of Child 10: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
138,w1,dhcr145,,,Children Grid: Relationship of Child 10 to Person 1: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
139,w1,dhcr146,,,Children Grid: Relationship of Child 10 to Person 2: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
140,w1,dhm10,,,Children Grid: Whether has any more living children (who are not resident in household): More for these parents?
141,w1,dhc11,,,"Children Grid: Child number within these parents(first child, second child etc)"
142,w1,dhcs11,,,Children Grid: Sex of Child 11: INTERVIEWER: CODE OR ASK [name of child~s] SEX
143,w1,dhcby11,,,Children Grid: Year of Birth of Child 11: Year of birth: What is [name of child~s] date of birth?
144,w1,dhcag11,,,Children Grid: Age of Child 11 (if dk/ref DOB): What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
145,w1,dhcr161,,,Children Grid: Relationship of Child 11 to Person 1: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
146,w1,dhcr162,,,Children Grid: Relationship of Child 11 to Person 2: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
147,w1,dhm11,,,Children Grid: Whether has any more living children (who are not resident in household): More for these parents?
148,w1,dhc12,,,"Children Grid: Child number within these parents(first child, second child etc)"
149,w1,dhcs12,,,Children Grid: Sex of Child 12: INTERVIEWER: CODE OR ASK [name of child~s] SEX
150,w1,dhcby12,,,Children Grid: Year of Birth of Child 12: Year of birth: What is [name of child~s] date of birth?
151,w1,dhcag12,,,Children Grid: Age of Child 12: More for these parents?
152,w1,dhcr177,,,Children Grid: Relationship of Child 12 to Person 1: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
153,w1,dhm12,,,Children Grid: Whether has any more living children (who are not resident in household): More for these parents?
154,w1,dhc13,,,"Children Grid: Child number within these parents(first child, second child etc)"
155,w1,dhcs13,,,Children Grid: Sex of Child 13: INTERVIEWER: CODE OR ASK [name of child~s] SEX
156,w1,dhcby13,,,Children Grid: Year of Birth of Child 13: Year of birth: What is [name of child~s] date of birth?
157,w1,dhcag13,,,Children Grid: Age of Child 13: More for these parents?
158,w1,dhcr193,,,Children Grid: Relationship of Child 13 to Person 1: What is [name of child~s] relationship to [adult~s name]? Please choose a number from this card.
159,w1,dhm13,,,Children Grid: Whether has any more living children (who are not resident in household): More for these parents?
160,w1,dhanypx,,,INTERVIEWER: [NAME(S) OF ELIGIBLE PERSON(S) IS/ARE] ELIGIBLE FOR INTERVIEW. [DOES HE/SHE/DO ANY/EITHER OF THEM] NEED A PROXY INTERVIEW?
161,w1,dhprx01,,,Person number of people eligible for proxy interview: CODE PERSON NUMBERS OF ANY ELIGIBLE RESPONDENTS INCAPABLE OF INTERVIEW. 
162,w1,dhprx02,,,Person number of people eligible for proxy interview: CODE PERSON NUMBERS OF ANY ELIGIBLE RESPONDENTS INCAPABLE OF INTERVIEW
163,w1,didob,,,"Can I just check, that your date of birth is  {date recorded previously}?"
164,w1,didbny,,,Year of birth from individual demographics
165,w1,diag,,,What was your age last birthday?
166,w1,diint,,,Who is completing the proxy. Person number
167,w1,dipre,,,What is respondent~s relationship to proxy?
168,w1,disex,sex,TRUE,Subject~s sex
169,w1,dimar,marital,TRUE,Subject~s current legal marital status
170,w1,digran,,,Do you have any living grandchildren or great-grandchildren?
171,w1,dignmy,,,How many living grandchildren or great-grandchildren do you have?
172,w1,disib,,,How many living brothers or sisters do you have? {instruction to include foster if asked}
173,w1,dinma,,,Is your natural mother still alive?
174,w1,dianm,,,How old is your natural mother?
175,w1,dimad,,,How old was she {natural mother} when she died? 
176,w1,dicdnm,,,Did your mother die of any of the conditions on this card?
177,w1,dinfa,,,Is your natural father still alive?
178,w1,dianf,,,How old is your natural father?
179,w1,difad,,,How old was he {natural father} when she died? 
180,w1,dicdnf,,,Did your father die of any of the conditions on this card?
181,w1,dikliv,,,Who did you live with for most of your childhood?
182,w1,diklivc,,,Whether answer to dikliv was recoded post-interview from text answer
183,w1,difjob,,,What was your father~s (or main carer~s) job when you were 14?.
184,w1,hegenh,,,How is your health in general? Would you say it was …? {start of section}
185,w1,hehelf,,,Would you say your health is ... ? {start of section}
186,w1,heill,,,"Do you have any long-standing illness, disability or infirmity? ...I mean anything that has troubled you or is likely to affect you over a period of time."
187,w1,helim,,,[Does this/do these] illness(es) or disability(ies) limit your activities in any way?
188,w1,hefunc,,,"By yourself and without using any special equipment, how much difficulty do you have walking for a quarter of a mile? Do you have …"
189,w1,heatt01,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 1st
190,w1,heatt02,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 2nd
191,w1,heatt03,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 3rd
192,w1,heatt04,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 4th
193,w1,heatt05,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 5th
194,w1,heatt06,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 6th
195,w1,heatt07,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 7th
196,w1,heatt08,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 8th
197,w1,heatt09,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 9th
198,w1,heatt10,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 10th
199,w1,heatt11,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 11th
200,w1,heatt12,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 12th
201,w1,heatt13,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 13th
202,w1,heatt14,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 14th
203,w1,heatt15,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 15th
204,w1,heatt16,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 16th
205,w1,heatt17,,,What symptoms [prevent you/make it difficult to] walk(ing) quarter of a mile? 17th
206,w1,heata,,,Which of these is the main symptom that [prevents you from walking/makes it dificult for you to walk] quarter of a mile?
207,w1,heeye,,,Is your eyesight (using glasses or corrective lens as usual) ... ?
208,w1,hefrnd,,,"How good is your eyesight for seeing things at a distance, like recognising a friend across the street (using glasses or corrective lens as usual)? Would you say it is …"
209,w1,hepap,,,"How good is your eyesight for seeing things up close, like reading ordinary newspaper print (using glasses or corrective lens as usual)? Would you say it is ... "
210,w1,heopt1,,,Has a doctor or optician ever told you that [have/have had] ... {glaucoma..} 
211,w1,heopt2,,,Has a doctor or optician ever told you that [have/have had] ... {glaucoma..} 
212,w1,heopt3,,,Has a doctor or optician ever told you that [have/have had] ... {glaucoma..} 
213,w1,heopt4,,,Has a doctor or optician ever told you that [have/have had] ... {glaucoma..} 
214,w1,heopt5,,,Has a doctor or optician ever told you that [have/have had] ... {glaucoma..} 
215,w1,hecat,,,Have you ever had cataract surgery?
216,w1,hehear,,,Is your hearing (using a hearing aid as usual) …?
217,w1,hehra,,,"Do you find it difficult to follow a conversation if there is background noise, such as TV, radio or children playing (using a hearing aid as usual)?"
218,w1,hedia01,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card?{heart conditions}
219,w1,hedia02,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card?{heart conditions}
220,w1,hedia03,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card?{heart conditions}
221,w1,hedia04,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card?{heart conditions}
222,w1,hedia05,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card?{heart conditions}
223,w1,hedia06,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card?{heart conditions}
224,w1,hedia07,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card?{heart conditions}
225,w1,hedia08,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card?{heart conditions}
226,w1,hedia09,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card?{heart conditions}
227,w1,hedia10,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card?{heart conditions}
228,w1,hedim01,,,MERGED - Has a doctor ever told you that you [have/have had] any of the conditions in this card? {heart conditions}
229,w1,hedim02,,,MERGED - Has a doctor ever told you that you [have/have had] any of the conditions in this card? {heart conditions}
230,w1,hedim03,,,MERGED - Has a doctor ever told you that you [have/have had] any of the conditions in this card? {heart conditions}
231,w1,hedim04,,,MERGED - Has a doctor ever told you that you [have/have had] any of the conditions in this card? {heart conditions}
232,w1,hedim05,,,MERGED - Has a doctor ever told you that you [have/have had] any of the conditions in this card? {heart conditions}
233,w1,hedim06,,,MERGED - Has a doctor ever told you that you [have/have had] any of the conditions in this card? {heart conditions}
234,w1,hedim07,,,MERGED - Has a doctor ever told you that you [have/have had] any of the conditions in this card? {heart conditions}
235,w1,hemda,,,"Are you currently taking any medicines, tablets or pills for high blood pressure?"
236,w1,heaga,,,Approximately how old were you when first told by a doctor that you had angina? {years}
237,w1,heyra,,,"In the last two years, have you had any angina or chest pains due to your heart?"
238,w1,heagb,,,Approximately how old were you when first told by a doctor that you had a heart attack (including mycardial infarction or thrombosis)? {years}
239,w1,heyrb,,,"In the last two years, have you had a heart attack or myocardial infarction?"
240,w1,heagc,,,Approximately how old were you when first told by a doctor that you had congestive heart failure? {years}
241,w1,heagd,,,Approximately how old were you when first told by a doctor that you had diabetes or high blood sugar? {years}
242,w1,heins,,,Do you currently inject insulin for diabetes?
243,w1,hemdb,,,"Are you currently taking any tablets, pills or other medicines that you swallow for diabetes?"
244,w1,heage,,,Approximately how old were you when first told by a doctor that you had a stroke? {years}
245,w1,hepbs,,,Do you have any remaining problems because of your stroke(s)?
246,w1,hewks,,,"Do you have weakness in you arms and legs, or decreased ability to move or use them?"
247,w1,hespk,,,Do you have any difficulty speaking or swallowing?
248,w1,hevsi,,,Do you have any difficulty with your vision?
249,w1,hethk,,,Do you have any difficulty in thinking or finding the right words to say?
250,w1,hedib01,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card? {chronic lung disease ..}
251,w1,hedib02,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card? {chronic lung disease ..}
252,w1,hedib03,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card? {chronic lung disease ..}
253,w1,hedib04,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card? {chronic lung disease ..}
254,w1,hedib05,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card? {chronic lung disease ..}
255,w1,hedib06,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card? {chronic lung disease ..}
256,w1,hedib07,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card? {chronic lung disease ..}
257,w1,hedib08,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card? {chronic lung disease ..}
258,w1,hedib09,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card? {chronic lung disease ..}
259,w1,hedib10,,,Has a doctor ever told you that you [have/have had] any of the conditions in this card? {chronic lung disease ..}
260,w1,helng,,,Are you taking medication or other treatment for your lung condition?
261,w1,heama,,,Are you taking medication or other treatment for your asthma?
262,w1,heart1,,,Which types of arthritis do you have? 1st
263,w1,heart2,,,Which types of arthritis do you have? 2nd
264,w1,heart3,,,Which types of arthritis do you have? 3rd
265,w1,heagf,,,Approximately how old were you when first told by a doctor that you had arthritis? {years}
266,w1,heagg,,,Approximately how old were you when first told by a doctor that you had cancer or a malignant tumour? {years}
267,w1,hecana,,,In which organ or part of your body did your cancer or malignant tumour start? {shown card}
268,w1,hecanb,,,During the last two years have you received any treatment for your cancer?
269,w1,heprk,,,Approximately how old were you when first told by a doctor that you had Parkinson~s disease? {years}
270,w1,heagh,,,"Approximately how old were you when first told by a doctor that you had emotional, nervous or psychiatric problems? {years}"
271,w1,hepsy1,,,"What type of emotional, nervous or psychiatric problems do/did you have? 1st"
272,w1,hepsy2,,,"What type of emotional, nervous or psychiatric problems do/did you have? 2nd"
273,w1,hepsy3,,,"What type of emotional, nervous or psychiatric problems do/did you have? 3rd"
274,w1,hepsy4,,,"What type of emotional, nervous or psychiatric problems do/did you have? 4th"
275,w1,hepsy5,,,"What type of emotional, nervous or psychiatric problems do/did you have? 5th"
276,w1,hepsy6,,,"What type of emotional, nervous or psychiatric problems do/did you have? 6th"
277,w1,hepsy7,,,"What type of emotional, nervous or psychiatric problems do/did you have? 7th"
278,w1,hepsy8,,,"What type of emotional, nervous or psychiatric problems do/did you have? 8th"
279,w1,hepsy9,,,"What type of emotional, nervous or psychiatric problems do/did you have? 9th"
280,w1,heyrc,,,"During the last two years have you had emotional, nervous or psychiatric problems?"
281,w1,heagi,,,Approximately how old were you when first told by a doctor that you had Alzheimer~s disease? {years}
282,w1,heagj,,,"Approximately how old were you when first told by a doctor that you had emotional, nervous or psychiatric problems? {years}"
283,w1,hefla,,,Have you fallen down in the last two years (for any reason)?
284,w1,heflb,,,How many times have you fallen down in the last two years?
285,w1,heflc,,,In [that fall/any of the falls] did you injure yourself seriously enough to need medical treatment?
286,w1,hefrac,,,Have you ever fractured your hip?
287,w1,heji,,,Have you ever had any joint replacements?
